October 2024 ASP NDC - HCPCS Crosswalk for Medicare Part B Drugs,,,,,,,,,
"     Effective October 1, 2024 through December 31, 2024",,,,,,,,,
,,,,,,,,,
The ASP crosswalks are maintained by the Division of Data Analysis and Market Based Pricing to support ASP-based Medicare Part B payments only. The crosswalks are intended to help the public (including entities that submit manufacturer ASP data and providers who bill for drugs) understand which drug products (identified by NDCs) are assigned to which HCPCS billing codes. The crosswalks are not intended to be a comprehensive list of all drugs/NDCs available in the United States. The NDC to HCPCS Crosswalk also includes information on the NDC package size and the number of billable units (as defined by the HCPCS code descriptor). Comments on the file may be sent to sec303aspdata@cms.hhs.gov.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
_2024_CODE,Short Description,LABELER NAME,NDC2,Drug Name,HCPCS dosage,PKG SIZE,PKG QTY,BILLUNITS,BILLUNITSPKG
Q4188,Amnioarmor 1 sq cm,REVOGEN BIOLOGICS,RBA83548,Amnioarmor,1 SQ CM,32,1,32,32
Q4190,Artacent ac 1 sq cm,TIDES MEDICAL,ACA0015,Artacent AC,1 SQ CM,1.77,1,1.77,1.77
Q4190,Artacent ac 1 sq cm,TIDES MEDICAL,ACA0202,Artacent AC,1 SQ CM,4,1,4,4
Q4190,Artacent ac 1 sq cm,TIDES MEDICAL,ACA0404,Artacent AC,1 SQ CM,16,1,16,16
Q4190,Artacent ac 1 sq cm,TIDES MEDICAL,ACA0408,Artacent AC,1 SQ CM,32,1,32,32
Q4190,Artacent ac 1 sq cm,TIDES MEDICAL,ACA5216,Artacent AC,1 SQ CM,35,1,35,35
Q4191,Restorigin 1 sq cm,EXTREMITY CARE,382567000830,Restorigin,1 SQ CM,4,1,4,4
Q4191,Restorigin 1 sq cm,EXTREMITY CARE,382567000847,Restorigin,1 SQ CM,6,1,6,6
Q4191,Restorigin 1 sq cm,EXTREMITY CARE,382567000854,Restorigin,1 SQ CM,8,1,8,8
Q4191,Restorigin 1 sq cm,EXTREMITY CARE,382567000861,Restorigin,1 SQ CM,16,1,16,16
Q4191,Restorigin 1 sq cm,EXTREMITY CARE,382567000878,Restorigin,1 SQ CM,24,1,24,24
Q4191,Restorigin 1 sq cm,EXTREMITY CARE,382567000885,Restorigin,1 SQ CM,32,1,32,32
Q4191,Restorigin 1 sq cm,"PARAMETRICS MEDICAL, LLC",850026800081,Restorigin,1 SQ CM,16,1,16,16
Q4191,Restorigin 1 sq cm,"PARAMETRICS MEDICAL, LLC",RGN-AM-0202,Restorigin Amnion Patch,1 SQ CM,4,1,4,4
Q4191,Restorigin 1 sq cm,"PARAMETRICS MEDICAL, LLC",RGN-AM-0203,Restorigin Amnion Patch,1 SQ CM,6,1,6,6
Q4191,Restorigin 1 sq cm,"PARAMETRICS MEDICAL, LLC",RGN-AM-0303,Restorigin Amnion Patch,1 SQ CM,9,1,9,9
Q4191,Restorigin 1 sq cm,"PARAMETRICS MEDICAL, LLC",RGN-AM-0404,Restorigin Amnion Patch,1 SQ CM,16,1,16,16
Q4191,Restorigin 1 sq cm,"PARAMETRICS MEDICAL, LLC",RGN-AM-0406,Restorigin Amnion Patch,1 SQ CM,24,1,24,24
Q4193,Coll-e-derm 1 sq cm,EXTREMITY CARE,382567001233,Coll-e-Derm,1 SQ CM,6,1,6,6
Q4193,Coll-e-derm 1 sq cm,EXTREMITY CARE,382567001332,Coll-e-Derm,1 SQ CM,4,1,4,4
Q4193,Coll-e-derm 1 sq cm,EXTREMITY CARE,382567001349,Coll-e-Derm™,1 SQ CM,8,1,8,8
Q4193,Coll-e-derm 1 sq cm,EXTREMITY CARE,382567001356,Coll-e-Derm,1 SQ CM,16,1,16,16
Q4194,Novachor 1 sq cm,"ORGANOGENESIS, INC.",57877-0005-31,Novachor,1 SQ CM,4.125,1,4,4
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000084,PuraPly AM,1 SQ CM,4,1,4,4
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000091,PuraPly AM,1 SQ CM,8,1,8,8
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000107,PuraPly AM,1 SQ CM,25,1,25,25
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000114,PuraPly AM,1 SQ CM,54,1,54,54
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000121,PuraPly AM,1 SQ CM,128,1,128,128
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000183,PuraPly AM,1 SQ CM,1.5,1,1.5,1.5
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000190,PuraPly AM,1 SQ CM,2,1,2,2
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000299,PuraPly AM,1 SQ CM,9.12,1,9.12,9.12
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000305,PuraPly AM,1 SQ CM,14.14,1,14.14,14.14
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000312,PuraPly AM,1 SQ CM,16,1,16,16
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000329,PuraPly AM,1 SQ CM,6.25,1,6.25,6.25
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000435,PuraPly AM,1 SQ CM,12,1,12,12
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000442,PuraPly AM,1 SQ CM,12,1,12,12
Q4196,Puraply am 1 sq cm,"ORGANOGENESIS, INC.",00618474000459,PuraPly AM,1 SQ CM,16,1,16,16
Q4197,Puraply xt 1 sq cm,"ORGANOGENESIS, INC.",00618474000466,PuraPly AM XT,1 SQ CM,24.1,1,24.1,24.1
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP015000S,Cygnus Matrix,1 SQ CM,1.78,1,1.78,1.78
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP020200S,Cygnus Matrix,1 SQ CM,4,1,4,4
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP020300S,Cygnus Matrix,1 SQ CM,6,1,6,6
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP025000S,Cygnus Matrix,1 SQ CM,4.91,1,4.91,4.91
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP030300S,Cygnus Matrix,1 SQ CM,9,1,9,9
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP035000S,Cygnus Matrix,1 SQ CM,9.62,1,9.62,9.62
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP040400S,Cygnus Matrix,1 SQ CM,16,1,16,16
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP040600S,Cygnus Matrix,1 SQ CM,24,1,24,24
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP040800S,Cygnus Matrix,1 SQ CM,32,1,32,32
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP045000S,Cygnus Matrix,1 SQ CM,15.9,1,15.9,15.9
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP055000S,Cygnus Matrix,1 SQ CM,23.76,1,23.76,24
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP065000S,Cygnus Matrix,1 SQ CM,33.18,1,33.18,33.18
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP070700S,Cygnus Matrix,1 SQ CM,49,1,49,49
Q4199,"Cygnus matrix, per sq cm",VIVEX BIOLOGICS,CAP101100S,Cygnus Matrix,1 SQ CM,1,1,110,110
Q4201,Matrion 1 sq cm,LIFENET HEALTH,PAC06,Matrion,1 SQ CM,6,1,6,6
Q4201,Matrion 1 sq cm,LIFENET HEALTH,PAC06M,Matrion,1 SQ CM,6,1,6,6
Q4201,Matrion 1 sq cm,LIFENET HEALTH,PAC12,Matrion,1 SQ CM,12,1,12,12
Q4201,Matrion 1 sq cm,LIFENET HEALTH,PAC12M,Matrion,1 SQ CM,12,1,12,12
Q4201,Matrion 1 sq cm,LIFENET HEALTH,PAC20MM,Matrion,1 SQ CM,3,1,3,3
Q4201,Matrion 1 sq cm,LIFENET HEALTH,PAC25,Matrion,1 SQ CM,25,1,25,25
Q4201,Matrion 1 sq cm,LIFENET HEALTH,PAC25M,Matrion,1 SQ CM,25,1,25,25
Q4201,Matrion 1 sq cm,LIFENET HEALTH,PAC64,Matrion,1 SQ CM,64,1,64,64
Q4201,Matrion 1 sq cm,LIFENET HEALTH,PAC64M,Matrion,1 SQ CM,64,1,64,64
Q4204,Xwrap 1 sq cm,Applied Biologics,XWO-60202,XWrap,1 SQ CM,4,1,4,4
Q4204,Xwrap 1 sq cm,Applied Biologics,XWO-60204,XWrap,1 SQ CM,8,1,8,8
Q4204,Xwrap 1 sq cm,Applied Biologics,XWO-60206,XWrap,1 SQ CM,12,1,12,12
Q4204,Xwrap 1 sq cm,Applied Biologics,XWO-60404,XWrap,1 SQ CM,16,1,16,16
Q4204,Xwrap 1 sq cm,Applied Biologics,XWO-60406,XWrap,1 SQ CM,24,1,24,24
Q4204,Xwrap 1 sq cm,Applied Biologics,XWO-60408,XWrap,1 SQ CM,32,1,32,32
Q4204,Xwrap 1 sq cm,Applied Biologics,XWO-60808,XWrap,1 SQ CM,64,1,64,64
Q4204,Xwrap 1 sq cm,Applied Biologics,XWO-60816,XWrap,1 SQ CM,128,1,128,128
Q4204,Xwrap 1 sq cm,Applied Biologics,XWO-61616,XWrap,1 SQ CM,256,1,256,256
Q4204,Xwrap 1 sq cm,Applied Biologics,XWO-61632,XWrap,1 SQ CM,512,1,512,512
Q4205,Membrane graft or wrap sq cm,BLS SALES AND MARKETING LLC,50016-091605,Membrane Wrap,1 SQ CM,1,1,1,1
Q4205,Membrane graft or wrap sq cm,BLS SALES AND MARKETING LLC,50016-091606,Membrane Wrap ,1 SQ CM,4,1,4,4
Q4205,Membrane graft or wrap sq cm,BLS SALES AND MARKETING LLC,50016-091607,Membrane Wrap ,1 SQ CM,6,1,6,6
Q4205,Membrane graft or wrap sq cm,BLS SALES AND MARKETING LLC,50016-091608,Membrane Wrap ,1 SQ CM,16,1,16,16
Q4205,Membrane graft or wrap sq cm,BLS SALES AND MARKETING LLC,50016-091609,Membrane Wrap ,1 SQ CM,24,1,24,24
Q4205,Membrane graft or wrap sq cm,BLS SALES AND MARKETING LLC,50016-091610,Membrane Wrap ,1 SQ CM,32,1,32,32
Q4205,Membrane graft or wrap sq cm,BLS SALES AND MARKETING LLC,50016-091613,Membrane Wrap,1 SQ CM,100,1,100,100
Q4205,Membrane graft or wrap sq cm,BLS SALES AND MARKETING LLC,50016-091616,Membrane Wrap,1 SQ CM,64,1,64,64
Q4205,Membrane graft or wrap sq cm,BLS SALES AND MARKETING LLC,50016-091617,Membrane Wrap,1 SQ CM,48,1,48,48
Q4205,Membrane graft or wrap sq cm,BIOLAB SCIENCES INC,50016-091632,Membrane Wrap,1 SQ CM,480,1,480,480
Q4217,Woundfix biowound plus xplus,"HUMAN REGENERATIVE TECHNOLOGIES, LLC",WF004,WoundFix®,1 SQ CM,4,1,4,4
Q4217,Woundfix biowound plus xplus,"HUMAN REGENERATIVE TECHNOLOGIES, LLC",WF008,WoundFix®,1 SQ CM,8,1,8,8
Q4217,Woundfix biowound plus xplus,"HUMAN REGENERATIVE TECHNOLOGIES, LLC",WF016,WoundFix®,1 SQ CM,16,1,16,16
Q4217,Woundfix biowound plus xplus,"HUMAN REGENERATIVE TECHNOLOGIES, LLC",WF032,WoundFix,1 SQ CM,32,1,32,32
Q4221,Amniowrap2 per sq cm,BIOSTEM TECHNOLOGIES,300-004-0202-005,AminoWrap,1 SQ CM,4,1,4,4
Q4221,Amniowrap2 per sq cm,BIOSTEM TECHNOLOGIES,300-006-0203-005,AminoWrap2,1 SQ CM,6,1,6,6
Q4221,Amniowrap2 per sq cm,BIOSTEM TECHNOLOGIES,300-008-0204-005,AminoWrap,1 SQ CM,8,1,8,8
Q4221,Amniowrap2 per sq cm,BIOSTEM TECHNOLOGIES,300-009-0303-005,AminoWrap,1 SQ CM,9,1,9,9
Q4221,Amniowrap2 per sq cm,BIOSTEM TECHNOLOGIES,300-016-0404-005,AminoWrap,1 SQ CM,16,1,16,16
Q4221,Amniowrap2 per sq cm,BIOSTEM TECHNOLOGIES,300-024-0406-005,AminoWrap,1 SQ CM,24,1,24,24
Q4221,Amniowrap2 per sq cm,BIOSTEM TECHNOLOGIES,300-032-0408-005,AminoWrap,1 SQ CM,32,1,32,32
Q4222,"Progenamatrix, per sq cm","PROGENACARE GLOBAL, LLC",50017-015902,ProgenaMatrix ,1 SQ CM,4,1,4,4
Q4222,"Progenamatrix, per sq cm","PROGENACARE GLOBAL, LLC",50017-015903,ProgenaMatrix ,1 SQ CM,9,1,9,9
Q4222,"Progenamatrix, per sq cm","PROGENACARE GLOBAL, LLC",50017-015904,ProgenaMatrix ,1 SQ CM,16,1,16,16
Q4222,"Progenamatrix, per sq cm","PROGENACARE GLOBAL, LLC",50017-015906,ProgenaMatrix ,1 SQ CM,36,1,36,36
Q4222,"Progenamatrix, per sq cm","PROGENACARE GLOBAL, LLC",50017-015910,ProgenaMatrix ,1 SQ CM,100,1,100,100
Q4222,"Progenamatrix, per sq cm","PROGENACARE GLOBAL, LLC",50017-015912,ProgenaMatrix ,1 SQ CM,24,1,24,24
Q4222,"Progenamatrix, per sq cm","PROGENACARE GLOBAL, LLC",PM3003,ProgenaMatrix 3 cm X 3 cm,1 SQ CM,9,1,9,9
Q4222,"Progenamatrix, per sq cm","PROGENACARE GLOBAL, LLC",PM3010,ProgenaMatrix 3 cm X 3 cm,1 SQ CM,100,1,100,100
Q4225,"Amnio or derma tl, per sq cm","HEALTHTECH WOUND CARE, INC.",AMB16,Amniobind,1 SQ CM,16,1,16,16
Q4225,"Amnio or derma tl, per sq cm","HEALTHTECH WOUND CARE, INC.",AMB2,DermaBind TL,1 SQ CM,4,1,4,4
Q4225,"Amnio or derma tl, per sq cm","HEALTHTECH WOUND CARE, INC.",AMB3,DermaBind TL,1 SQ CM,9,1,9,9
Q4225,"Amnio or derma tl, per sq cm","HEALTHTECH WOUND CARE, INC.",AMB4,DermaBind TL,1 SQ CM,16,1,16,16
Q4225,"Amnio or derma tl, per sq cm","HEALTHTECH WOUND CARE, INC.",AMB43,Amniobind,1 SQ CM,43,1,43,43
Q4225,"Amnio or derma tl, per sq cm","HEALTHTECH WOUND CARE, INC.",AMB7,DermaBind TL,1 SQ CM,43,1,43,43
Q4225,"Amnio or derma tl, per sq cm","HEALTHTECH WOUND CARE, INC.",AMB9,Amniobind,1 SQ CM,9,1,9,9
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556013,Amniocore,1 SQ CM,1,16,1,16
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556020,Amniocore,1 SQ CM,1,24,1,24
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556037,Amniocore,1 SQ CM,1,32,1,32
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556044,Amniocore,1 SQ CM,1,36,1,36
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556051,Amniocore,1 SQ CM,1,54,1,54
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556068,Amniocore,1 SQ CM,1,96,1,96
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556075,Amniocore,1 SQ CM,1,180,1,180
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556082,Amniocore,1 SQ CM,6,1,6,6
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556105,Amniocore,1 SQ CM,9,1,9,9
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556112,Amniocore,1 SQ CM,12,1,12,12
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556129,Amniocore,1 SQ CM,24,1,24,24
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556136,Amniocore,1 SQ CM,16,1,16,16
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556143,Amniocore,1 SQ CM,32,1,32,32
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556150,Amniocore,1 SQ CM,36,1,36,36
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556167,Amniocore,1 SQ CM,54,1,54,54
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556174,Amniocore,1 SQ CM,96,1,96,96
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556181,Amniocore,1 SQ CM,180,1,180,180
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850021556259,Amniocore,1 SQ CM,2,1,2,2
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00850060846007,AmnioCore,1 SQ CM,4,1,4,4
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00860003271957,Amniocore,1 SQ CM,1,1,1,1
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00860003271971,Amniocore,1 SQ CM,1,6,1,6
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00860003271988,Amniocore Surgical,1 SQ CM,24,1,24,24
Q4227,Amniocore per sq cm,"STABILITY BIOLOGICS, LLC",00860003271995,Amniocore,1 SQ CM,1,12,1,12
Q4229,Cogenex amnio memb per sq cm,STIMLABS LLC,860007909801,Cogenex,1 SQ CM,16,1,16,16
Q4229,Cogenex amnio memb per sq cm,STIMLABS LLC,860007909818,Cogenex,1 SQ CM,48,1,48,48
Q4229,Cogenex amnio memb per sq cm,STIMLABS LLC,860471002596,Cogenex,1 SQ CM,6,1,6,6
Q4232,"Corplex, per sq cm",STIMLABS LLC,860471002510,Corplex,1 SQ CM,1.78,1,1.78,1.78
Q4232,"Corplex, per sq cm",STIMLABS LLC,860471002527,Corplex,1 SQ CM,4,1,4,4
Q4232,"Corplex, per sq cm",STIMLABS LLC,860471002534,Corplex,1 SQ CM,6,1,6,6
Q4232,"Corplex, per sq cm",STIMLABS LLC,860471002541,Corplex,1 SQ CM,15,1,15,15
Q4234,"Xcellerate, per sq cm",PRECISE BIOSCIENCE,XCELL-0006,Xcellerate,1 SQ CM,0.283,1,0.283,0.28
Q4234,"Xcellerate, per sq cm",PRECISE BIOSCIENCE,XCELL-0009,Xcellerate,1 SQ CM,0.64,1,0.64,0.64
Q4234,"Xcellerate, per sq cm",PRECISE BIOSCIENCE,XCELL-0012,Xcellerate,1 SQ CM,1.13,1,1.13,1.13
Q4234,"Xcellerate, per sq cm",PRECISE BIOSCIENCE,XCELL-0202,Xcellerate,1 SQ CM,4,1,4,4
Q4234,"Xcellerate, per sq cm",PRECISE BIOSCIENCE,XCELL-0203,Xcellerate,1 SQ CM,6,1,6,6
Q4234,"Xcellerate, per sq cm",PRECISE BIOSCIENCE,XCELL-0204,Xcellerate,1 SQ CM,8,1,8,8
Q4234,"Xcellerate, per sq cm",PRECISE BIOSCIENCE,XCELL-0404,Xcellerate,1 SQ CM,16,1,16,16
Q4234,"Xcellerate, per sq cm",PRECISE BIOSCIENCE,XCELL-0407,Xcellerate,1 SQ CM,28,1,28,28
Q4235,Amniorepair or altiply sq cm,ZIMMER BIOMET,885836561816,Amniorepair,1 SQ CM,2,1,2,2
Q4235,Amniorepair or altiply sq cm,ZIMMER BIOMET,885836561822,Amniorepair,1 SQ CM,4,1,4,4
Q4235,Amniorepair or altiply sq cm,ZIMMER BIOMET,885836561823,Amniorepair,1 SQ CM,6,1,6,6
Q4235,Amniorepair or altiply sq cm,ZIMMER BIOMET,885836561824,Amniorepair,1 SQ CM,8,1,8,8
Q4235,Amniorepair or altiply sq cm,ZIMMER BIOMET,885836561833,Amniorepair,1 SQ CM,9,1,9,9
Q4235,Amniorepair or altiply sq cm,ZIMMER BIOMET,885836561844,Amniorepair,1 SQ CM,16,1,16,16
Q4235,Amniorepair or altiply sq cm,ZIMMER BIOMET,885836561846,Amniorepair,1 SQ CM,24,1,24,24
Q4236,Carepatch per sq cm,EXTREMITY CARE,382567000014,carePatch™ Amniotic Membrane,1 SQ CM,4,1,4,4
Q4236,Carepatch per sq cm,EXTREMITY CARE,382567000021,carePatch™ Amniotic Membrane,1 SQ CM,8,1,8,8
Q4236,Carepatch per sq cm,EXTREMITY CARE,382567000038,carePatch™ Amniotic Membrane,1 SQ CM,16,1,16,16
Q4236,Carepatch per sq cm,EXTREMITY CARE,382567000045,carePatch™ Amniotic Membrane,1 SQ CM,24,1,24,24
Q4236,Carepatch per sq cm,EXTREMITY CARE,382567000052,carePatch™ Amniotic Membrane,1 SQ CM,25,1,25,25
Q4236,Carepatch per sq cm,EXTREMITY CARE,382567000059,carePatch™ Amniotic Membrane,1 SQ CM,32,1,32,32
Q4236,Carepatch per sq cm,EXTREMITY CARE,382567000090,carePatch™ Amniotic Membrane,1 SQ CM,6,1,6,6
Q4236,Carepatch per sq cm,EXTREMITY CARE,382567000106,carePatch™ Amniotic Membrane,1 SQ CM,1.13,1,1.13,1.13
Q4236,Carepatch per sq cm,EXTREMITY CARE,382567000113,carePatch™ Amniotic Membrane,1 SQ CM,2,1,2,2
Q4238,"Derm-maxx, per sq cm",Royal Biologics,MDRM-11,Derm-Maxx,1 SQ CM,1,1,1,1
Q4238,"Derm-maxx, per sq cm",Royal Biologics,MDRM-22,Derm-Maxx,1 SQ CM,4,1,4,4
Q4238,"Derm-maxx, per sq cm",Royal Biologics,MDRM-24,Derm-Maxx,1 SQ CM,8,1,8,8
Q4238,"Derm-maxx, per sq cm",Royal Biologics,MDRM-44,Derm-Maxx,1 SQ CM,16,1,16,16
Q4238,"Derm-maxx, per sq cm",Royal Biologics,MDRM-48,Derm-Maxx,1 SQ CM,32,1,32,32
Q4238,"Derm-maxx, per sq cm",Royal Biologics,MDRM-510,Derm-Maxx,1 SQ CM,50,1,50,50
Q4238,"Derm-maxx, per sq cm",Royal Biologics,MDRM-816,Derm-Maxx,1 SQ CM,128,1,128,128
Q4239,Amnio-maxx or lite per sq cm,Royal Biologics,AML-33,Amino-Maxx,1 SQ CM,9,1,9,9
Q4239,Amnio-maxx or lite per sq cm,Royal Biologics,AMN-22,Amino-Maxx,1 SQ CM,4,1,4,4
Q4239,Amnio-maxx or lite per sq cm,Royal Biologics,AMN-23,Amnio-Maxx,1 SQ CM,6,1,6,6
Q4239,Amnio-maxx or lite per sq cm,Royal Biologics,AMN-24,Amino-Maxx,1 SQ CM,8,1,8,8
Q4239,Amnio-maxx or lite per sq cm,Royal Biologics,AMN-44,Amnio-Maxx,1 SQ CM,16,1,16,16
Q4239,Amnio-maxx or lite per sq cm,Royal Biologics,AMN-46,Amnio-Maxx,1 SQ CM,24,1,24,24
Q4239,Amnio-maxx or lite per sq cm,Royal Biologics,AMN-48,Amnio-Maxx,1 SQ CM,32,1,32,32
Q4248,Dermacyte amn mem allo sq cm,MERAKRIS THERAPEUTICS LLC,MT10012,Dermacyte,1 SQ CM,2,1,2,2
Q4248,Dermacyte amn mem allo sq cm,MERAKRIS THERAPEUTICS LLC,MT10022,Dermacyte,1 SQ CM,4,1,4,4
Q4248,Dermacyte amn mem allo sq cm,MERAKRIS THERAPEUTICS LLC,MT10023,Dermacyte,1 SQ CM,6,1,6,6
Q4248,Dermacyte amn mem allo sq cm,MERAKRIS THERAPEUTICS LLC,MT10024,Dermacyte,1 SQ CM,8,1,8,8
Q4248,Dermacyte amn mem allo sq cm,MERAKRIS THERAPEUTICS LLC,MT10044,Dermacyte,1 SQ CM,16,1,16,16
Q4248,Dermacyte amn mem allo sq cm,MERAKRIS THERAPEUTICS LLC,MT10046,Dermacyte,1 SQ CM,24,1,24,24
Q4248,Dermacyte amn mem allo sq cm,MERAKRIS THERAPEUTICS LLC,MT10048,Dermacyte,1 SQ CM,32,1,32,32
Q4248,Dermacyte amn mem allo sq cm,MERAKRIS THERAPEUTICS LLC,MT10912,Dermacyte Amniotic Wound Care Matrix,1 SQ CM,108,1,108,108
Q4252,"Vendaje, per square centimet",BIOSTEM TECHNOLOGIES,200-004-0202-001,Vendaje,1 SQ CM,4,1,4,4
Q4252,"Vendaje, per square centimet",BIOSTEM TECHNOLOGIES,200-006-0203-001,Vendaje,1 SQ CM,6,1,6,6
Q4252,"Vendaje, per square centimet",BIOSTEM TECHNOLOGIES,200-008-0204-001,Vendaje,1 SQ CM,8,1,8,8
Q4252,"Vendaje, per square centimet",BIOSTEM TECHNOLOGIES,200-016-0404-001,Vendaje,1 SQ CM,16,1,16,16
Q4252,"Vendaje, per square centimet",BIOSTEM TECHNOLOGIES,200-024-0406-001,Vendaje,1 SQ CM,24,1,24,24
Q4252,"Vendaje, per square centimet",BIOSTEM TECHNOLOGIES,200-032-0408-001,Vendaje,1 SQ CM,32,1,32,32
Q4252,"Vendaje, per square centimet",BIOSTEM TECHNOLOGIES,200-036-0606-001,Vendaje,1 SQ CM,36,1,36,36
Q4252,"Vendaje, per square centimet",BIOSTEM TECHNOLOGIES,200-177-0015-001,Vendaje,1 SQ CM,1.76,1,2,2
Q4252,"Vendaje, per square centimet",BIOSTEM TECHNOLOGIES,200-314-0020-001,Vendaje,1 SQ CM,3.14,1,3,3
Q4253,Zenith amniotic membrane psc,LEGACY MEDICAL CONSULTANTS,ZNG-020202,Zenith,1 SQ CM,4,1,4,4
Q4253,Zenith amniotic membrane psc,LEGACY MEDICAL CONSULTANTS,ZNG-020203,Zenith,1 SQ CM,6,1,6,6
Q4253,Zenith amniotic membrane psc,LEGACY MEDICAL CONSULTANTS,ZNG-020404,Zenith,1 SQ CM,16,1,16,16
Q4253,Zenith amniotic membrane psc,LEGACY MEDICAL CONSULTANTS,ZNG-020406,Zenith,1 SQ CM,24,1,24,24
Q4253,Zenith amniotic membrane psc,LEGACY MEDICAL CONSULTANTS,ZNG-020408,Zenith,1 SQ CM,32,1,32,32
Q4256,"Mlg complet, per sq cm","SAMARITAN BIOLOGICS, LLC",MLG-22W,MLG-Complete Wound Care,1 SQ CM,4,1,4,4
Q4256,"Mlg complet, per sq cm","SAMARITAN BIOLOGICS, LLC",MLG-24W,MLG-Complete,1 SQ CM,8,1,8,8
Q4256,"Mlg complet, per sq cm","SAMARITAN BIOLOGICS, LLC",MLG-44W,MLG-Complete,1 SQ CM,16,1,16,16
Q4256,"Mlg complet, per sq cm","SAMARITAN BIOLOGICS, LLC",MLG-48W,MLG-Complete Wound Care,1 SQ CM,32,1,32,32
Q4257,"Relese, per sq cm",STIMLABS LLC,850039927317,Relese,1 SQ CM,6,1,6,6
Q4257,"Relese, per sq cm",STIMLABS LLC,850039927324,Relese,1 SQ CM,16,1,16,16
Q4257,"Relese, per sq cm",STIMLABS LLC,850039927331,Relese,1 SQ CM,48,1,48,48
Q4258,"Enverse, per sq cm",STIMLABS LLC,850039927256,Enverse,1 SQ CM,16,1,16,16
Q4258,"Enverse, per sq cm",STIMLABS LLC,850039927263,Enverse,1 SQ CM,24,1,24,24
Q4258,"Enverse, per sq cm",STIMLABS LLC,850039927270,Enverse,1 SQ CM,48,1,48,48
Q4258,"Enverse, per sq cm",STIMLABS LLC,850039927287,Enverse,1 SQ CM,135,1,135,135
Q4258,"Enverse, per sq cm",STIMLABS LLC,850039927294,Enverse,1 SQ CM,1.78,1,1.78,1.78
Q4258,"Enverse, per sq cm",STIMLABS LLC,860471002589,Enverse,1 SQ CM,6,1,6,6
