HCPCS Code,NDC,Description,Drug Name,Pkg Size,Pkg Qty,BUPP,Payment Limit,ASP
J9350,50242-0159-01,"Inj mosunetuzumab-axgb, 1 mg",LUNSUMIO,1.0,1,1.0,637.193,601.125
J9351,00078-0674-61,Topotecan injection,Hycamtin,1.0,1,40.0,0.938,0.885
J9351,00409-0302-01,Topotecan injection,Topotecan,1.0,1,40.0,0.938,0.885
J9351,00703-4714-01,Topotecan injection,Topotecan,1.0,1,40.0,0.938,0.885
J9351,16729-0151-31,Topotecan injection,Topotecan,1.0,1,40.0,0.938,0.885
J9351,16729-0243-31,Topotecan injection,Topotecan,4.0,1,40.0,0.938,0.885
J9351,45963-0615-56,Topotecan injection,Topotecan,1.0,1,40.0,0.938,0.885
J9351,63323-0762-10,Topotecan injection,Topotecan,1.0,1,40.0,0.938,0.885
J9352,59676-0610-01,Injection trabectedin 0.1mg,YONDELIS,1.0,1,10.0,355.364,335.249
J9353,74527-0022-02,"Inj. margetuximab-cmkb, 5 mg",Margenza,10.0,1,50.0,48.14,45.415
J9353,74527-0022-03,"Inj. margetuximab-cmkb, 5 mg",Margenza,10.0,4,200.0,48.14,45.415
J9354,50242-0087-01,"Inj, ado-trastuzumab emt 1mg",KADCYLA,1.0,1,160.0,40.042,37.775
J9354,50242-0088-01,"Inj, ado-trastuzumab emt 1mg",KADCYLA,1.0,1,100.0,40.042,37.775
J9355,50242-0132-01,Inj trastuzumab excl biosimi,Herceptin,1.0,1,15.0,78.082,73.662
J9355,50242-0132-10,Inj trastuzumab excl biosimi,Herceptin,1.0,10,150.0,78.082,73.662
J9356,50242-0077-01,"Inj. herceptin hylecta, 10mg",Herceptin Hylecta,6.0,1,60.0,64.612,60.955
J9357,24201-0101-04,Valrubicin injection,VALRUBICIN,5.0,4,4.0,1453.797,1371.507
J9357,67979-0001-01,Valrubicin injection,Valstar,5.0,4,4.0,1453.797,1371.507
J9358,65597-0406-01,Inj fam-trastu deru-nxki 1mg,Enhertu,1.0,1,100.0,27.752,26.181
J9359,79952-0110-01,Inj lon tesirin-lpyl 0.075mg,Zynlonta,1.0,1,133.33,206.414,194.73
J9360,63323-0278-10,Vinblastine sulfate inj,Vinblastine Sulfate,10.0,1,10.0,3.88,3.66
J9370,00703-4402-11,Vincristine sulfate 1 mg inj,Vincristine Sulfate,1.0,1,1.0,8.491,8.01
J9370,00703-4412-11,Vincristine sulfate 1 mg inj,Vincristine Sulfate,2.0,1,2.0,8.491,8.01
J9370,61703-0309-06,Vincristine sulfate 1 mg inj,Vincristine Sulfate,1.0,1,1.0,8.491,8.01
J9370,61703-0309-16,Vincristine sulfate 1 mg inj,Vincristine Sulfate,2.0,1,2.0,8.491,8.01
J9370,61703-0309-25,Vincristine sulfate 1 mg inj,Vincristine Sulfate,2.0,1,2.0,8.491,8.01
J9370,61703-0309-26,Vincristine sulfate 1 mg inj,Vincristine Sulfate,1.0,1,1.0,8.491,8.01
J9380,57894-0449-01,Inj teclistamab cqyv 0.5 mg,TECVAYLI,3.0,1,60.0,31.75,29.953
J9380,57894-0450-01,Inj teclistamab cqyv 0.5 mg,TECVAYLI,1.7,1,306.0,31.75,29.953
J9381,73650-0316-01,Inj teplizumab mzwv 5 mcg,TZIELD,2.0,1,400.0,36.945,34.854
J9381,73650-0316-10,Inj teplizumab mzwv 5 mcg,TZIELD,2.0,10,4000.0,36.945,34.854
J9381,73650-0316-14,Inj teplizumab mzwv 5 mcg,TZIELD,2.0,14,5600.0,36.945,34.854
J9390,25021-0204-01,Vinorelbine tartrate inj,Vinorelbine Tartrate,1.0,1,1.0,8.198,7.734
J9390,25021-0204-05,Vinorelbine tartrate inj,Vinorelbine Tartrate,5.0,1,5.0,8.198,7.734
J9390,45963-0607-55,Vinorelbine tartrate inj,Vinorelbine Tartrate,1.0,1,1.0,8.198,7.734
J9390,45963-0607-56,Vinorelbine tartrate inj,Vinorelbine Tartrate,5.0,1,5.0,8.198,7.734
J9394,63323-0715-05,"Inj, fulvestrant (fresenius)",FULVESTRANT,5.0,2,20.0,12.257,11.563
J9395,00143-9022-02,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,00310-0720-10,"Injection, fulvestrant",Faslodex,5.0,2,20.0,8.726,8.232
J9395,00781-3079-12,"Injection, fulvestrant",FULVESTRANT,5.0,2,20.0,8.726,8.232
J9395,00781-3492-12,"Injection, fulvestrant",FULVESTRANT,5.0,2,20.0,8.726,8.232
J9395,00781-3532-12,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,00781-9055-12,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,16714-0070-02,"Injection, fulvestrant",FULVESTRANT,5.0,2,20.0,8.726,8.232
J9395,16729-0436-30,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,25021-0462-74,"Injection, fulvestrant",FULVESTRANT,5.0,2,20.0,8.726,8.232
J9395,43598-0262-02,"Injection, fulvestrant",FULVESTRANT,5.0,2,20.0,8.726,8.232
J9395,55150-0394-02,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,62332-0650-10,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,67457-0311-05,"Injection, fulvestrant",FULVESTRANT,5.0,2,20.0,8.726,8.232
J9395,68001-0424-85,"Injection, fulvestrant",FULVESTRANT,5.0,2,20.0,8.726,8.232
J9395,68001-0484-85,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,68001-0522-85,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,68462-0317-32,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,70121-1463-02,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,70700-0284-98,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,70710-1688-08,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,70860-0211-74,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,71288-0555-86,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9395,72603-0105-02,"Injection, fulvestrant",Fulvestrant,5.0,2,20.0,8.726,8.232
J9400,00024-5840-01,"Inj, ziv-aflibercept, 1mg",Zaltrap,4.0,1,100.0,7.091,6.69
J9400,00024-5841-01,"Inj, ziv-aflibercept, 1mg",Zaltrap,8.0,1,200.0,7.091,6.69
Q0138,00781-3154-01,"Ferumoxytol, non-esrd",FERUMOXYTOL,17.0,1,510.0,0.331,0.312
Q0138,59338-0775-01,"Ferumoxytol, non-esrd",Feraheme,17.0,1,510.0,0.331,0.312
Q0139,00781-3154-01,"Ferumoxytol, esrd use",FERUMOXYTOL,17.0,1,510.0,0.331,0.312
Q0139,59338-0775-01,"Ferumoxytol, esrd use",Feraheme,17.0,1,510.0,0.331,0.312
Q0162,00378-7732-93,Ondansetron oral,Ondansetron ODT,1.0,30,120.0,0.014,0.013
Q0162,00378-7734-93,Ondansetron oral,Ondansetron ODT,1.0,30,240.0,0.014,0.013
Q0162,00378-7734-97,Ondansetron oral,Ondansetron ODT,1.0,10,80.0,0.014,0.013
Q0162,00904-6551-61,Ondansetron oral,Ondansetron,100.0,1,400.0,0.014,0.013
Q0162,00904-6552-61,Ondansetron oral,Ondansetron,100.0,1,800.0,0.014,0.013
Q0162,00904-7073-93,Ondansetron oral,Ondansetron,5.0,30,120.0,0.014,0.013
Q0162,16714-0159-01,Ondansetron oral,ONDANSETRON HCL,30.0,1,120.0,0.014,0.013
Q0162,16714-0160-01,Ondansetron oral,ONDANSETRON HCL,30.0,1,240.0,0.014,0.013
Q0162,16714-0200-30,Ondansetron oral,ONDANSETRON ODT,30.0,1,120.0,0.014,0.013
Q0162,16714-0201-10,Ondansetron oral,ONDANSETRON ODT,10.0,1,80.0,0.014,0.013
Q0162,16714-0201-30,Ondansetron oral,ONDANSETRON ODT,30.0,1,240.0,0.014,0.013
Q0162,16714-0671-02,Ondansetron oral,Ondansetron,50.0,1,40.0,0.014,0.013
Q0162,50090-1128-01,Ondansetron oral,Ondansetron ODT,30.0,1,240.0,0.014,0.013
Q0162,50090-1200-00,Ondansetron oral,Ondansetron,1.0,10,40.0,0.014,0.013
Q0162,50090-1200-01,Ondansetron oral,Ondansetron ODT,1.0,20,80.0,0.014,0.013
Q0162,50090-1200-02,Ondansetron oral,Ondansetron ODT,1.0,5,20.0,0.014,0.013
Q0162,50090-1200-03,Ondansetron oral,Ondansetron,1.0,30,120.0,0.014,0.013
Q0162,50090-1201-00,Ondansetron oral,Ondansetron ODT,1.0,10,40.0,0.014,0.013
Q0162,50090-1658-00,Ondansetron oral,Ondansetron ODT,10.0,1,40.0,0.014,0.013
Q0162,50090-1658-01,Ondansetron oral,Ondansetron ODT,20.0,1,80.0,0.014,0.013
Q0162,50090-1658-02,Ondansetron oral,Ondansetron ODT,5.0,1,20.0,0.014,0.013
Q0162,50090-1658-03,Ondansetron oral,Ondansetron ODT,30.0,1,120.0,0.014,0.013
Q0162,50090-1659-00,Ondansetron oral,Ondansetron ODT,10.0,1,40.0,0.014,0.013
Q0162,50090-1660-00,Ondansetron oral,Ondansetron ODT,4.0,1,32.0,0.014,0.013
Q0162,50090-1660-01,Ondansetron oral,Ondansetron ODT,30.0,1,240.0,0.014,0.013
Q0162,50090-1660-02,Ondansetron oral,Ondansetron ODT,10.0,1,80.0,0.014,0.013
Q0162,50090-1660-03,Ondansetron oral,Ondansetron ODT,20.0,1,160.0,0.014,0.013
Q0162,50090-2343-00,Ondansetron oral,Ondansetron ODT,1.0,10,40.0,0.014,0.013
Q0162,50090-2343-01,Ondansetron oral,Ondansetron ODT,1.0,20,80.0,0.014,0.013
Q0162,50090-2343-02,Ondansetron oral,Ondansetron ODT,1.0,5,20.0,0.014,0.013
Q0162,50090-2343-03,Ondansetron oral,Ondansetron ODT,1.0,30,120.0,0.014,0.013
Q0162,50090-3178-00,Ondansetron oral,Ondansetron,1.0,10,40.0,0.014,0.013
Q0162,50090-3178-01,Ondansetron oral,Ondansetron,1.0,6,24.0,0.014,0.013
Q0162,50090-3178-02,Ondansetron oral,Ondansetron,1.0,20,80.0,0.014,0.013
Q0162,50090-3178-04,Ondansetron oral,Ondansetron,1.0,3,12.0,0.014,0.013
Q0162,50090-3178-05,Ondansetron oral,Ondansetron,1.0,12,48.0,0.014,0.013
Q0162,50090-3185-00,Ondansetron oral,Ondansetron,1.0,4,32.0,0.014,0.013
Q0162,50090-3185-01,Ondansetron oral,ONDANSETRON,10.0,1,80.0,0.014,0.013
Q0162,50090-3185-02,Ondansetron oral,Ondansetron,3.0,1,24.0,0.014,0.013
Q0162,50090-3185-03,Ondansetron oral,Ondansetron,30.0,1,240.0,0.014,0.013
Q0162,50090-3185-04,Ondansetron oral,ONDANSETRON,6.0,1,48.0,0.014,0.013
Q0162,50090-3769-00,Ondansetron oral,Ondansetron,4.0,1,32.0,0.014,0.013
Q0162,50090-3769-01,Ondansetron oral,Ondansetron,10.0,1,80.0,0.014,0.013
Q0162,50090-3769-03,Ondansetron oral,Ondansetron,30.0,1,240.0,0.014,0.013
Q0162,50090-3769-04,Ondansetron oral,Ondansetron,6.0,1,48.0,0.014,0.013
Q0162,50090-4632-00,Ondansetron oral,Ondansetron ODT,4.0,1,32.0,0.014,0.013
Q0162,50090-4632-01,Ondansetron oral,Ondansetron ODT,30.0,1,240.0,0.014,0.013
Q0162,50090-4632-02,Ondansetron oral,Ondansetron ODT,10.0,1,80.0,0.014,0.013
Q0162,50090-4632-03,Ondansetron oral,Ondansetron ODT,20.0,1,160.0,0.014,0.013
Q0162,50090-4671-00,Ondansetron oral,Ondansetron,4.0,1,32.0,0.014,0.013
Q0162,50090-4671-01,Ondansetron oral,Ondansetron,10.0,1,80.0,0.014,0.013
Q0162,50090-4671-02,Ondansetron oral,Ondansetron,3.0,1,24.0,0.014,0.013
Q0162,50090-4671-03,Ondansetron oral,Ondansetron,30.0,1,240.0,0.014,0.013
Q0162,50090-4671-04,Ondansetron oral,Ondansetron,6.0,1,48.0,0.014,0.013
Q0162,50090-5346-00,Ondansetron oral,Ondansetron ODT,4.0,1,32.0,0.014,0.013
Q0162,50090-5346-01,Ondansetron oral,Ondansetron ODT,30.0,1,240.0,0.014,0.013
Q0162,50090-5346-02,Ondansetron oral,Ondansetron ODT,10.0,1,80.0,0.014,0.013
Q0162,50090-5346-03,Ondansetron oral,Ondansetron ODT,20.0,1,160.0,0.014,0.013
Q0162,50090-6342-00,Ondansetron oral,ONDANSETRON HYDROCHLORIDE,10.0,1,40.0,0.014,0.013
Q0162,50090-6342-01,Ondansetron oral,ONDANSETRON HYDROCHLORIDE,6.0,1,24.0,0.014,0.013
Q0162,50090-6342-02,Ondansetron oral,ONDANSETRON HYDROCHLORIDE,20.0,1,80.0,0.014,0.013
Q0162,50090-6342-05,Ondansetron oral,ONDANSETRON HYDROCHLORIDE,12.0,1,48.0,0.014,0.013
Q0162,55111-0153-30,Ondansetron oral,Ondansetron HCl,1.0,30,120.0,0.014,0.013
Q0162,55111-0154-30,Ondansetron oral,Ondansetron HCl,1.0,30,240.0,0.014,0.013
Q0162,60687-0252-86,Ondansetron oral,Ondansetron,5.0,30,120.0,0.014,0.013
Q0162,68001-0246-04,Ondansetron oral,Ondansetron ODT,30.0,1,120.0,0.014,0.013
Q0162,68001-0246-17,Ondansetron oral,Ondansetron ODT,30.0,1,120.0,0.014,0.013
Q0162,68001-0247-04,Ondansetron oral,Ondansetron ODT,30.0,1,240.0,0.014,0.013
Q0162,68001-0247-17,Ondansetron oral,Ondansetron ODT,30.0,1,240.0,0.014,0.013
Q0162,68084-0220-01,Ondansetron oral,ONDANSETRON,1.0,100,400.0,0.014,0.013
Q0162,68084-0221-01,Ondansetron oral,Ondansetron,1.0,100,800.0,0.014,0.013
Q0162,68462-0105-30,Ondansetron oral,Ondansetron,30.0,1,120.0,0.014,0.013
Q0162,68462-0106-30,Ondansetron oral,Ondansetron,30.0,1,240.0,0.014,0.013
Q0162,68462-0157-13,Ondansetron oral,Ondansetron,30.0,1,120.0,0.014,0.013
Q0162,68462-0158-11,Ondansetron oral,Ondansetron,10.0,1,80.0,0.014,0.013
Q0162,68462-0158-13,Ondansetron oral,Ondansetron,30.0,1,240.0,0.014,0.013
Q0162,68788-7565-01,Ondansetron oral,Ondansetron ODT,10.0,1,80.0,0.014,0.013
Q0162,68788-7644-01,Ondansetron oral,Ondansetron ODT,10.0,1,40.0,0.014,0.013
Q0162,68788-7644-03,Ondansetron oral,Ondansetron ODT,30.0,1,120.0,0.014,0.013
Q0162,68788-8365-05,Ondansetron oral,Ondansetron,50.0,1,40.0,0.014,0.013
Q0162,68788-9368-01,Ondansetron oral,ONDANSETRON HCL,10.0,1,40.0,0.014,0.013
Q0162,68788-9368-02,Ondansetron oral,Ondansetron,12.0,1,48.0,0.014,0.013
Q0162,68788-9368-03,Ondansetron oral,Ondansetron,30.0,1,120.0,0.014,0.013
Q0162,68788-9402-01,Ondansetron oral,Ondansetron,10.0,1,80.0,0.014,0.013
Q0162,68788-9402-02,Ondansetron oral,Ondansetron HCl,12.0,1,96.0,0.014,0.013
Q0162,68788-9402-03,Ondansetron oral,Ondansetron,30.0,1,240.0,0.014,0.013
Q0167,00904-7144-61,Dronabinol 2.5mg oral,DRONABINOL,100.0,1,100.0,2.688,2.536
Q0167,00904-7145-04,Dronabinol 2.5mg oral,DRONABINOL,30.0,1,60.0,2.688,2.536
Q0167,53097-0568-60,Dronabinol 2.5mg oral,Marinol,60.0,1,60.0,2.688,2.536
Q0167,53097-0569-60,Dronabinol 2.5mg oral,Marinol,60.0,1,120.0,2.688,2.536
Q0167,53097-0570-60,Dronabinol 2.5mg oral,Marinol,60.0,1,240.0,2.688,2.536
Q0167,53097-0571-60,Dronabinol 2.5mg oral,Dronabinol,60.0,1,60.0,2.688,2.536
Q0167,60687-0375-01,Dronabinol 2.5mg oral,Dronabinol,100.0,1,100.0,2.688,2.536
Q0167,60687-0386-21,Dronabinol 2.5mg oral,Dronabinol,30.0,1,60.0,2.688,2.536
Q0167,67877-0568-60,Dronabinol 2.5mg oral,Dronabinol,60.0,1,60.0,2.688,2.536
Q0167,67877-0569-60,Dronabinol 2.5mg oral,Dronabinol,60.0,1,120.0,2.688,2.536
Q0167,67877-0570-60,Dronabinol 2.5mg oral,Dronabinol,60.0,1,240.0,2.688,2.536
Q0167,67877-0753-60,Dronabinol 2.5mg oral,Dronabinol,60.0,1,60.0,2.688,2.536
Q0167,67877-0754-60,Dronabinol 2.5mg oral,Dronabinol,60.0,1,120.0,2.688,2.536
Q0167,67877-0755-60,Dronabinol 2.5mg oral,Marinol,60.0,1,240.0,2.688,2.536
Q2041,71287-0119-01,Axicabtagene ciloleucel car+,Yescarta,1.0,1,1.0,489136.91,461449.915
Q2042,00078-0846-19,Tisagenlecleucel car-pos t,Kymriah (pediatric dose),1.0,1,1.0,523452.561,493823.171
Q2042,00078-0958-19,Tisagenlecleucel car-pos t,Kymriah (adult dose),1.0,1,1.0,523452.561,493823.171
Q2043,30237-8900-06,Sipuleucel-t auto cd54+,PROVENGE®,250.0,1,1.0,55512.784,52370.551
Q2050,00338-0063-01,Doxorubicin inj 10mg,Doxil,10.0,1,2.0,136.226,128.515
Q2050,00338-0067-01,Doxorubicin inj 10mg,Doxil,25.0,1,5.0,136.226,128.515
Q2050,16714-0742-01,Doxorubicin inj 10mg,"Doxorubicin HCl, Liposomal,",10.0,1,2.0,136.226,128.515
Q2050,16714-0856-01,Doxorubicin inj 10mg,"Doxorubicin HCl, Liposomal,",25.0,1,5.0,136.226,128.515
Q2050,43598-0283-35,Doxorubicin inj 10mg,"Doxorubicin Hcl, Liposomal,",10.0,1,2.0,136.226,128.515
Q2050,43598-0541-25,Doxorubicin inj 10mg,"Doxorubicin Hcl, Liposomal,",25.0,1,5.0,136.226,128.515
Q2050,43598-0682-35,Doxorubicin inj 10mg,"Doxorubicin HCl, Liposomal,",10.0,1,2.0,136.226,128.515
Q2050,43598-0683-25,Doxorubicin inj 10mg,"Doxorubicin HCl, Liposomal,",25.0,1,5.0,136.226,128.515
Q2050,47335-0049-40,Doxorubicin inj 10mg,"Doxorubicin Hcl, Liposomal,",10.0,1,2.0,136.226,128.515
Q2050,47335-0050-40,Doxorubicin inj 10mg,"Doxorubicin Hcl, Liposomal,",25.0,1,5.0,136.226,128.515
Q2050,68001-0345-26,Doxorubicin inj 10mg,"Doxorubicin HCl, Liposomal,",25.0,1,5.0,136.226,128.515
Q2050,68001-0345-36,Doxorubicin inj 10mg,"Doxorubicin HCl, Liposomal,",10.0,1,2.0,136.226,128.515
Q2050,68001-0492-36,Doxorubicin inj 10mg,"Doxorubicin HCl, Liposomal,",10.0,1,2.0,136.226,128.515
Q2050,68001-0493-26,Doxorubicin inj 10mg,"Doxorubicin Hcl, Liposomal",25.0,1,5.0,136.226,128.515
Q2050,70710-1530-01,Doxorubicin inj 10mg,"Doxorubicin Hcl, Liposomal,",10.0,1,2.0,136.226,128.515
Q2050,70710-1531-01,Doxorubicin inj 10mg,"Doxorubicin Hcl, Liposomal,",25.0,1,5.0,136.226,128.515
Q2050,72603-0103-01,Doxorubicin inj 10mg,"Doxorubicin HCl, Liposomal,",10.0,1,2.0,136.226,128.515
Q2050,72603-0200-01,Doxorubicin inj 10mg,"Doxorubicin HCl, Liposomal,",25.0,1,5.0,136.226,128.515
Q2053,71287-0219-01,Brexucabtagene car pos t,Tecartus,1.0,1,1.0,449440.0,424000.0
Q2053,71287-0220-01,Brexucabtagene car pos t,Tecartus,1.0,1,1.0,449440.0,424000.0
Q2054,73153-0900-01,Lisocabtagene mara car pos t,Breyanzi,1.0,1,1.0,496390.205,468292.646
Q2055,59572-0515-01,Idecabtagene vicleucel car,Abecma,1.0,1,1.0,503454.525,474957.099
Q2055,59572-0515-02,Idecabtagene vicleucel car,Abecma,1.0,1,1.0,503454.525,474957.099
Q2055,59572-0515-03,Idecabtagene vicleucel car,Abecma,1.0,1,1.0,503454.525,474957.099
Q2056,57894-0111-01,Ciltacabtagene car-pos t,Carvykti,1.0,1,1.0,507687.0,478950.0
Q2056,57894-0111-02,Ciltacabtagene car-pos t,Carvykti,1.0,1,1.0,507687.0,478950.0
Q3027,59627-0222-05,Inj beta interferon im 1 mcg,Avonex,1.0,4,120.0,57.119,53.886
Q3027,59627-0333-04,Inj beta interferon im 1 mcg,AVONEX PEN,1.0,4,120.0,57.119,53.886
Q4074,66215-0302-30,Iloprost non-comp unit dose,Ventavis,1.0,30,30.0,147.166,138.836
Q4074,66215-0303-30,Iloprost non-comp unit dose,Ventavis,1.0,30,30.0,147.166,138.836
Q4081,55513-0126-10,"Epoetin alfa, 100 units esrd",Epogen,1.0,10,200.0,0.813,0.767
Q4081,55513-0144-10,"Epoetin alfa, 100 units esrd",Epogen,1.0,10,1000.0,0.813,0.767
Q4081,55513-0148-10,"Epoetin alfa, 100 units esrd",Epogen,1.0,10,400.0,0.813,0.767
Q4081,55513-0267-10,"Epoetin alfa, 100 units esrd",Epogen,1.0,10,300.0,0.813,0.767
Q4081,55513-0283-10,"Epoetin alfa, 100 units esrd",Epogen,2.0,10,2000.0,0.813,0.767
Q4081,55513-0478-10,"Epoetin alfa, 100 units esrd",Epogen,1.0,10,2000.0,0.813,0.767
Q4081,59676-0302-01,"Epoetin alfa, 100 units esrd",Procrit,1.0,6,120.0,0.813,0.767
Q4081,59676-0303-01,"Epoetin alfa, 100 units esrd",Procrit,1.0,6,180.0,0.813,0.767
Q4081,59676-0304-01,"Epoetin alfa, 100 units esrd",Procrit,1.0,6,240.0,0.813,0.767
Q4081,59676-0310-01,"Epoetin alfa, 100 units esrd",Procrit,1.0,6,600.0,0.813,0.767
Q4081,59676-0310-02,"Epoetin alfa, 100 units esrd",Procrit,1.0,25,2500.0,0.813,0.767
Q4081,59676-0312-04,"Epoetin alfa, 100 units esrd",Procrit,2.0,4,800.0,0.813,0.767
Q4081,59676-0320-04,"Epoetin alfa, 100 units esrd",Procrit,1.0,4,800.0,0.813,0.767
Q4081,59676-0340-01,"Epoetin alfa, 100 units esrd",Procrit,1.0,4,1600.0,0.813,0.767
Q4101,09978-0001-99,Apligraf,Apligraf,1.0,1,44.0,30.633,28.899
Q4102,08213-1000-33,Oasis wound matrix,OASIS WOUND MATRIX,1.0,1,10.5,11.791,11.124
Q4102,08213-1000-37,Oasis wound matrix,OASIS WOUND MATRIX,1.0,1,21.0,11.791,11.124
Q4103,08213-3000-09,Oasis burn matrix,"ANIMAL-DERIVED, EXTRACELLULAR MATRIX WOUND CARE PRODUCT",70.0,1,70.0,12.363,11.663
Q4103,08213-3000-11,Oasis burn matrix,"ANIMAL-DERIVED, EXTRACELLULAR MATRIX WOUND CARE PRODUCT",140.0,1,140.0,12.363,11.663
Q4103,08213-3000-13,Oasis burn matrix,"ANIMAL-DERIVED, EXTRACELLULAR MATRIX WOUND CARE PRODUCT",35.0,1,35.0,12.363,11.663
Q4103,08213-3000-16,Oasis burn matrix,"ANIMAL-DERIVED, EXTRACELLULAR MATRIX WOUND CARE PRODUCT",10.5,1,10.5,12.363,11.663
Q4103,08213-3000-18,Oasis burn matrix,"ANIMAL-DERIVED, EXTRACELLULAR MATRIX WOUND CARE PRODUCT",21.0,1,21.0,12.363,11.663
Q4104,08478-4003-02,Integra bmwd,Integra Meshed Bilayer Wound Matrix,25.0,1,25.0,49.526,46.723
Q4104,08478-4003-05,Integra bmwd,Integra Meshed Bilayer Wound Matrix,125.0,1,125.0,49.526,46.723
Q4104,08478-4003-06,Integra bmwd,Integra Meshed Bilayer Wound Matrix,250.0,1,250.0,49.526,46.723
Q4104,08478-4003-08,Integra bmwd,Integra Meshed Bilayer Wound Matrix,500.0,1,500.0,49.526,46.723
Q4104,08478-4004-02,Integra bmwd,Integra Bilayer Wound Matrix,25.0,1,25.0,49.526,46.723
Q4104,08478-4004-05,Integra bmwd,Integra Bilayer Wound Matrix,125.0,1,125.0,49.526,46.723
Q4104,08478-4004-06,Integra bmwd,Integra Bilayer Wound Matrix,250.0,1,250.0,49.526,46.723
Q4104,08478-4004-08,Integra bmwd,Integra Bilayer Wound Matrix,500.0,1,500.0,49.526,46.723
Q4105,08478-8004-01,Integra drt or omnigraft,Integra Omnigraft Dermal Regeneration Matrix,7.0,1,7.0,25.17,23.745
Q4105,08478-8004-02,Integra drt or omnigraft,Integra Dermal Regeneration Template,25.0,1,25.0,25.17,23.745
Q4105,08478-8004-04,Integra drt or omnigraft,Integra Omnigraft Dermal Regeneration Matrix,16.0,1,16.0,25.17,23.745
Q4105,08478-8004-05,Integra drt or omnigraft,Integra Dermal Regeneration Template,125.0,1,125.0,25.17,23.745
Q4105,08478-8004-06,Integra drt or omnigraft,Integra Dermal Regeneration Template,250.0,1,250.0,25.17,23.745
Q4105,08478-8004-07,Integra drt or omnigraft,Integra Omnigraft Dermal Regeneration Matrix,49.0,1,49.0,25.17,23.745
Q4105,08478-8004-08,Integra drt or omnigraft,Integra Dermal Regeneration Template,500.0,1,500.0,25.17,23.745
Q4105,08478-8005-02,Integra drt or omnigraft,Integra Meshed Dermal Regeneration Template,25.0,1,25.0,25.17,23.745
Q4105,08478-8005-05,Integra drt or omnigraft,Integra Meshed Dermal Regeneration Template,125.0,1,125.0,25.17,23.745
Q4105,08478-8005-06,Integra drt or omnigraft,Integra Meshed Dermal Regeneration Template,250.0,1,250.0,25.17,23.745
Q4105,08478-8005-08,Integra drt or omnigraft,Integra Meshed Dermal Regeneration Template,500.0,1,500.0,25.17,23.745
Q4108,08478-4013-02,Integra matrix,Integra Wound Matrix Thin,25.0,1,25.0,51.924,48.985
Q4108,08478-4013-05,Integra matrix,Integra Wound Matrix Thin,125.0,1,125.0,51.924,48.985
Q4108,08478-4013-06,Integra matrix,Integra Wound Matrix Thin,250.0,1,250.0,51.924,48.985
Q4108,08478-4014-02,Integra matrix,Integra Wound Matrix,25.0,1,25.0,51.924,48.985
Q4108,08478-4014-05,Integra matrix,Integra Wound Matrix,125.0,1,125.0,51.924,48.985
Q4108,08478-4014-06,Integra matrix,Integra Wound Matrix,250.0,1,250.0,51.924,48.985
Q4108,08478-4014-08,Integra matrix,Integra Wound Matrix,500.0,1,500.0,51.924,48.985
Q4110,08533-6070-09,Primatrix,PriMatrix,6.0,3,18.0,44.157,41.658
Q4110,08533-6071-12,Primatrix,PriMatrix,120.0,1,120.0,44.157,41.658
Q4110,08533-6071-25,Primatrix,PriMatrix,250.0,1,250.0,44.157,41.658
Q4110,08533-6072-25,Primatrix,PriMatrix,500.0,1,500.0,44.157,41.658
Q4110,08533-6074-40,Primatrix,PriMatrix,16.0,1,16.0,44.157,41.658
Q4110,08533-6076-60,Primatrix,PriMatrix,36.0,1,36.0,44.157,41.658
Q4110,08533-6078-12,Primatrix,PriMatrix,96.0,1,96.0,44.157,41.658
Q4110,08533-6078-80,Primatrix,PriMatrix,64.0,1,64.0,44.157,41.658
Q4110,08533-6744-40,Primatrix,PriMatrix,16.0,1,16.0,44.157,41.658
Q4110,08533-6746-60,Primatrix,PriMatrix,36.0,1,36.0,44.157,41.658
Q4110,08533-6748-80,Primatrix,PriMatrix,64.0,1,64.0,44.157,41.658
Q4110,08533-6750-14,Primatrix,PriMatrix,2.0,1,2.0,44.157,41.658
Q4110,08533-6750-18,Primatrix,PriMatrix,3.0,1,3.0,44.157,41.658
Q4110,08533-6751-25,Primatrix,PriMatrix,250.0,1,250.0,44.157,41.658
Q4110,08533-6752-20,Primatrix,PriMatrix,4.0,1,4.0,44.157,41.658
