E1600,Deli/install chrg hemo equip,A,,, ,,,,,,,
E1610,Reverse osmosis h2o puri sys,A,,, ,,,,,,,
E1615,Deionizer h2o puri system,A,,, ,,,,,,,
E1620,Replacement blood pump,A,,, ,,,,,,,
E1625,Water softening system,A,,, ,,,,,,,
E1629,Tablo for dialysis service,A,,, ,,,,,,,
E1630,Reciprocating peritoneal dia,A,,, ,,,,,,,
E1632,Wearable artificial kidney,A,,, ,,,,,,,
E1634,Peritoneal dialysis clamp,B,,, ,,,,,,,
E1635,Compact travel hemodialyzer,A,,, ,,,,,,,
E1636,Sorbent cartridges per 10,A,,, ,,,,,,,
E1637,"Hemostats for dialysis, each",A,,, ,,,,,,,
E1639,"Scale, each",A,,, ,,,,,,,
E1699,Dialysis equipment noc,A,,, ,,,,,,,
E1700,Jaw motion rehab system,Y,,, ,,,,,,,
E1701,Repl cushions for jaw motion,Y,,, ,,,,,,,
E1702,Repl measr scales jaw motion,Y,,, ,,,,,,,
E1800,Adjust elbow ext & flex dev,Y,,, ,,,,,,,
E1801,Sps/pass elbow device,Y,,, ,,,,,,,
E1802,Adjst forearm pro/sup device,Y,,, ,,,,,,,
E1803,Adjust elbow extension dev,Y,,, ,,,,,,,
E1804,Adjust elbow flexion dev,Y,,, ,,,,,,,
E1805,Adjust wrist ext & flex dev,Y,,, ,,,,,,,
E1806,Sps wrist device,Y,,, ,,,,,,,
E1807,Adjust wrist extension dev,Y,,, ,,,,,,,
E1808,Adjust wrist flexion device,Y,,, ,,,,,,,
E1810,Adjust knee ext & flex dev,Y,,, ,,,,,,,
E1811,Sps/pass knee device,Y,,, ,,,,,,,
E1812,Knee ext/flex w act res ctrl,Y,,, ,,,,,,,
E1813,Adjust knee extension device,Y,,, ,,,,,,,
E1814,Adjust knee flexion device,Y,,, ,,,,,,,
E1815,Adjust ankle ext & flex dev,Y,,, ,,,,,,,
E1816,Sps/pass ankle device,Y,,, ,,,,,,,
E1818,Sps/pass forearm device,Y,,, ,,,,,,,
E1820,Soft interface material,Y,,, ,,,,,,,
E1821,Replacement interface spsd,Y,,, ,,,,,,,
E1822,Adjust ankle extension dev,Y,,, ,,,,,,,
E1823,Adjust ankle flexion device,Y,,, ,,,,,,,
E1825,Adjust finger ext & flex dev,Y,,, ,,,,,,,
E1826,Adjust finger extension dev,Y,,, ,,,,,,,
E1827,Adjust finger flexion device,Y,,, ,,,,,,,
E1828,Adjust toe extension device,Y,,, ,,,,,,,
E1829,Adjust toe flexion device,Y,,, ,,,,,,,
E1830,Adjust toe ext & flex device,Y,,, ,,,,,,,
E1831,Static str toe dev ext/flex,Y,,, ,,,,,,,
E1832,Sps finger device ,Y,,,,,,,,,,
E1840,Adj shoulder ext/flex device,Y,,, ,,,,,,,
E1841,Sps/pass shoulder device,Y,,, ,,,,,,,
E1902,Aac non-electronic board,Y,,, ,,,,,,,
E1905,Vr cbt therapy,A,,, ,,,,,,,
E2000,Gastric suction pump hme mdl,Y,,, ,,,,,,,
E2001,Suct pum ext mgmt sys,Y,,, ,,,,,,,
E2100,Bld glucose monitor w voice,Y,,, ,,,,,,,
E2101,Bld glucose monitor w lance,Y,,, ,,,,,,,
E2102,Adju cgm receiver/monitor,Y,,, ,,,,,,,
E2103,Non-adju cgm receiver/mon,Y,,, ,,,,,,,
E2104,Glucose monitor w cartridge,A,,, ,,,,,,,
E2120,Pulse gen sys tx endolymp fl,Y,,, ,,,,,,,
E2201,"Man w/ch acc seat w>=20""<24""",Y,,, ,,,,,,,
E2202,Seat width 24-27 in,Y,,, ,,,,,,,
E2203,Frame depth less than 22 in,Y,,, ,,,,,,,
E2204,Frame depth 22 to 25 in,Y,,, ,,,,,,,
E2205,"Manual wc accessory, handrim",Y,,, ,,,,,,,
E2206,Man wc whl lock comp repl ea,Y,,, ,,,,,,,
E2207,Crutch and cane holder,Y,,, ,,,,,,,
E2208,Cylinder tank carrier,Y,,, ,,,,,,,
E2209,Arm trough each,Y,,, ,,,,,,,
E2210,Wheelchair bearings,Y,,, ,,,,,,,
E2211,Pneumatic propulsion tire,Y,,, ,,,,,,,
E2212,Pneumatic prop tire tube,Y,,, ,,,,,,,
E2213,Pneumatic prop tire insert,Y,,, ,,,,,,,
E2214,Pneumatic caster tire each,Y,,, ,,,,,,,
E2215,Pneumatic caster tire tube,Y,,, ,,,,,,,
E2216,Foam filled propulsion tire,Y,,, ,,,,,,,
E2217,Foam filled caster tire each,Y,,, ,,,,,,,
E2218,Foam propulsion tire each,Y,,, ,,,,,,,
E2219,Foam caster tire any size ea,Y,,, ,,,,,,,
E2220,"Solid propuls tire, repl, ea",Y,,, ,,,,,,,
E2221,"Solid caster tire repl, each",Y,,, ,,,,,,,
E2222,"Solid caster integ whl, repl",Y,,, ,,,,,,,
E2224,Propulsion whl excl tire rep,Y,,, ,,,,,,,
E2225,Caster wheel excludes tire,Y,,, ,,,,,,,
E2226,Caster fork replacement only,Y,,, ,,,,,,,
E2227,Gear reduction drive wheel,Y,,, ,,,,,,,
E2228,"Mwc acc, wheelchair brake",Y,,, ,,,,,,,
E2230,Manual standing system,Y,,, ,,,,,,,
E2231,Solid seat support base,Y,,, ,,,,,,,
E2291,Planar back for ped size wc,Y,,, ,,,,,,,
E2292,Planar seat for ped size wc,Y,,, ,,,,,,,
E2293,Contour back for ped size wc,Y,,, ,,,,,,,
E2294,Contour seat for ped size wc,Y,,, ,,,,,,,
E2295,Ped dynamic seating frame,Y,,, ,,,,,,,
E2298,Pwr seat elev sys for crt,Y,,, ,,,,,,,
E2301,Pwr standing,Y,,, ,,,,,,,
E2310,Electro connect btw control,Y,,, ,,,,,,,
E2311,Electro connect btw 2 sys,Y,,, ,,,,,,,
E2312,Mini-prop remote joystick,Y,,, ,,,,,,,
E2313,"Pwc harness, expand control",Y,,, ,,,,,,,
E2321,Hand interface joystick,Y,,, ,,,,,,,
E2322,Mult mech switches,Y,,, ,,,,,,,
E2323,Special joystick handle,Y,,, ,,,,,,,
E2324,Chin cup interface,Y,,, ,,,,,,,
E2325,Sip and puff interface,Y,,, ,,,,,,,
E2326,Breath tube kit,Y,,, ,,,,,,,
E2327,Head control interface mech,Y,,, ,,,,,,,
E2328,Head/extremity control inter,Y,,, ,,,,,,,
E2329,Head control nonproportional,Y,,, ,,,,,,,
E2330,Head control proximity switc,Y,,, ,,,,,,,
E2331,Attendant control,Y,,, ,,,,,,,
E2340,W/c wdth 20-23 in seat frame,Y,,, ,,,,,,,
E2341,W/c wdth 24-27 in seat frame,Y,,, ,,,,,,,
E2342,W/c dpth 20-21 in seat frame,Y,,, ,,,,,,,
E2343,W/c dpth 22-25 in seat frame,Y,,, ,,,,,,,
E2351,Electronic sgd interface,Y,,, ,,,,,,,
E2358,Gr 34 nonsealed leadacid,Y,,, ,,,,,,,
E2359,Gr34 sealed leadacid battery,Y,,, ,,,,,,,
E2360,22nf nonsealed leadacid,Y,,, ,,,,,,,
E2361,22nf sealed leadacid battery,Y,,, ,,,,,,,
E2362,Gr24 nonsealed leadacid,Y,,, ,,,,,,,
E2363,Gr24 sealed leadacid battery,Y,,, ,,,,,,,
E2364,U1nonsealed leadacid battery,Y,,, ,,,,,,,
E2365,U1 sealed leadacid battery,Y,,, ,,,,,,,
E2366,"Battery charger, single mode",Y,,, ,,,,,,,
E2367,"Battery charger, dual mode",Y,,, ,,,,,,,
E2368,Pwr wc drivewheel motor repl,Y,,, ,,,,,,,
E2369,Pwr wc drivewheel gear repl,Y,,, ,,,,,,,
E2370,Pwr wc dr wh motor/gear comb,Y,,, ,,,,,,,
E2371,Gr27 sealed leadacid battery,Y,,, ,,,,,,,
E2372,Gr27 non-sealed leadacid,Y,,, ,,,,,,,
E2373,Hand/chin ctrl spec joystick,Y,,, ,,,,,,,
E2374,Hand/chin ctrl std joystick,Y,,, ,,,,,,,
E2375,Non-expandable controller,Y,,, ,,,,,,,
E2376,"Expandable controller, repl",Y,,, ,,,,,,,
E2377,"Expandable controller, initl",Y,,, ,,,,,,,
E2378,Pw actuator replacement,Y,,, ,,,,,,,
E2381,Pneum drive wheel tire,Y,,, ,,,,,,,
E2382,"Tube, pneum wheel drive tire",Y,,, ,,,,,,,
E2383,"Insert, pneum wheel drive",Y,,, ,,,,,,,
E2384,Pneumatic caster tire,Y,,, ,,,,,,,
E2385,"Tube, pneumatic caster tire",Y,,, ,,,,,,,
E2386,Foam filled drive wheel tire,Y,,, ,,,,,,,
E2387,Foam filled caster tire,Y,,, ,,,,,,,
E2388,Foam drive wheel tire,Y,,, ,,,,,,,
E2389,Foam caster tire,Y,,, ,,,,,,,
E2390,Solid drive wheel tire,Y,,, ,,,,,,,
E2391,Solid caster tire,Y,,, ,,,,,,,
E2392,"Solid caster tire, integrate",Y,,, ,,,,,,,
E2394,Drive wheel excludes tire,Y,,, ,,,,,,,
E2395,Caster wheel excludes tire,Y,,, ,,,,,,,
E2396,Caster fork,Y,,, ,,,,,,,
E2397,"Pwc acc, lith-based battery",Y,,, ,,,,,,,
E2398,Wc dynamic pos back hardware,Y,,, ,,,,,,,
E2402,Neg press wound therapy pump,Y,,, ,,,,,,,
E2500,Sgd digitized pre-rec <=8min,Y,,, ,,,,,,,
E2502,Sgd prerec msg >8min <=20min,Y,,, ,,,,,,,
E2504,Sgd prerec msg>20min <=40min,Y,,, ,,,,,,,
E2506,Sgd prerec msg > 40 min,Y,,, ,,,,,,,
E2508,Sgd spelling phys contact,Y,,, ,,,,,,,
E2510,Sgd w multi methods msg/accs,Y,,, ,,,,,,,
E2511,Sgd sftwre prgrm for pc/pda,Y,,, ,,,,,,,
E2512,"Sgd accessory, mounting sys",Y,,, ,,,,,,,
E2513,"Sgd accessory, emg sensor",Y,,, ,,,,,,,
E2599,Sgd accessory noc,Y,,, ,,,,,,,
E2601,Gen w/c cushion wdth < 22 in,Y,,, ,,,,,,,
E2602,Gen w/c cushion wdth >=22 in,Y,,, ,,,,,,,
E2603,Skin protect wc cus wd <22in,Y,,, ,,,,,,,
E2604,Skin protect wc cus wd>=22in,Y,,, ,,,,,,,
E2605,Position wc cush wdth <22 in,Y,,, ,,,,,,,
E2606,Position wc cush wdth>=22 in,Y,,, ,,,,,,,
E2607,Skin pro/pos wc cus wd <22in,Y,,, ,,,,,,,
E2608,Skin pro/pos wc cus wd>=22in,Y,,, ,,,,,,,
E2609,Custom fabricate w/c cushion,Y,,, ,,,,,,,
E2610,Powered w/c cushion,B,,, ,,,,,,,
E2611,Gen use back cush wdth <22in,Y,,, ,,,,,,,
E2612,Gen use back cush wdth>=22in,Y,,, ,,,,,,,
E2613,Position back cush wd <22in,Y,,, ,,,,,,,
E2614,Position back cush wd>=22in,Y,,, ,,,,,,,
E2615,Pos back post/lat wdth <22in,Y,,, ,,,,,,,
E2616,Pos back post/lat wdth>=22in,Y,,, ,,,,,,,
E2617,Custom fab w/c back cushion,Y,,, ,,,,,,,
E2619,Replace cover w/c seat cush,Y,,, ,,,,,,,
E2620,Wc planar back cush wd <22in,Y,,, ,,,,,,,
E2621,Wc planar back cush wd>=22in,Y,,, ,,,,,,,
E2622,Adj skin pro w/c cus wd<22in,Y,,, ,,,,,,,
E2623,Adj skin pro wc cus wd>=22in,Y,,, ,,,,,,,
E2624,Adj skin pro/pos cus<22in,Y,,, ,,,,,,,
E2625,Adj skin pro/pos wc cus>=22,Y,,, ,,,,,,,
E2626,Seo mobile arm sup att to wc,Y,,, ,,,,,,,
E2627,Arm supp att to wc rancho ty,Y,,, ,,,,,,,
E2628,Mobile arm supports reclinin,Y,,, ,,,,,,,
E2629,Friction dampening arm supp,Y,,, ,,,,,,,
E2630,Monosuspension arm/hand supp,Y,,, ,,,,,,,
E2631,Elevat proximal arm support,Y,,, ,,,,,,,
E2632,Offset/lat rocker arm w/ela,Y,,, ,,,,,,,
E2633,Mobile arm support supinator,Y,,, ,,,,,,,
E3000,Speech volume modulation sys,Y,,, ,,,,,,,
E3200,Gait mod systm rhym auditory,Y,,, ,,,,,,,
E8000,Posterior gait trainer,E1,,, ,,,,,,,
E8001,Upright gait trainer,E1,,, ,,,,,,,
E8002,Anterior gait trainer,E1,,, ,,,,,,,
G0008,Admin influenza virus vac,S,5691,0.5174,$46.14,$0.00,$0.00,,,,,
G0009,Admin pneumococcal vaccine,S,5691,0.5174,$46.14,$0.00,$0.00,,,,,
G0010,Admin hepatitis b vaccine,S,5691,0.5174,$46.14,$0.00,$0.00,,,,,
G0011,"Hiv prep counsel, md 15-30m",M,,, ,,,,,,,
G0012,Injection of hiv prep drug,S,5692,0.7982,$71.17,$0.00,$0.00,,,,,
G0013,"Hiv prep counsel, clin staff",S,5821,0.3341,$29.79,$0.00,$0.00,,,,,
G0017,Crisis psychotherapy 60m,M,,, ,,,,,,,
G0018,Crisis psychotherapy add 30m,M,,, ,,,,,,,
G0019,Comm hlth intg svs sdoh 60mn,S,5822,1.0374,$92.50,.,$18.50,,,,,
G0022,Comm hlth intg svs add 30 m,N,,, ,,,,,,,
G0023,Pin service 60m per month,S,5822,1.0374,$92.50,.,$18.50,,,,,
G0024,Pin srv add 30 min pr m,N,,, ,,,,,,,
G0027,Semen analysis,Q4,,, ,,,,,,,
G0029,No tob scr/cess int,M,,, ,,,,,,,
G0030,Pt scr tob & cess int,M,,, ,,,,,,,
G0031,Pall serv during meas,M,,, ,,,,,,,
G0032,2+ antipsy schiz,M,,, ,,,,,,,
G0033,2+ benzo seiz,M,,, ,,,,,,,
G0034,Pall serv during meas,M,,, ,,,,,,,
G0035,Pt ed pos 23,M,,, ,,,,,,,
G0036,Pt/ptn decln assess,M,,, ,,,,,,,
G0037,Pt not able to participate,M,,, ,,,,,,,
G0038,Clin pt no ref,M,,, ,,,,,,,
G0039,"Pt no ref, rn spec",M,,, ,,,,,,,
G0040,Pt phys/occ therapy,M,,, ,,,,,,,
G0041,Pt/ptn decln referral,M,,, ,,,,,,,
G0042,Ref to therapy,M,,, ,,,,,,,
G0043,Pt mech pros ht valv,M,,, ,,,,,,,
G0044,Pt mitral stenosis,M,,, ,,,,,,,
G0045,Mrs 90 days post stk,M,,, ,,,,,,,
G0046,No mrs 90 days post stk,M,,, ,,,,,,,
G0047,Ped blunt hd traum,M,,, ,,,,,,,
G0048,Pall serv during meas,M,,, ,,,,,,,
G0049,Main hemo in-cntr,M,,, ,,,,,,,
G0050,Pt w/ lmted life expec,M,,, ,,,,,,,
G0051,Pt hospice mnth,M,,, ,,,,,,,
G0052,Pt peri dialysis dur mo,M,,, ,,,,,,,
G0053,Adv rheum pt care mvp,M,,, ,,,,,,,
G0054,Strk cr prev pos outcme mvp,M,,, ,,,,,,,
G0055,Adv care heart dx mvp,M,,, ,,,,,,,
G0057,Best pct pt safety em mvp,M,,, ,,,,,,,
G0058,Imprv care le jnt repr mvp,M,,, ,,,,,,,
G0059,Pt sfty pos exp w aneth mvp,M,,, ,,,,,,,
G0060,Allergy/immunology ss,M,,, ,,,,,,,
G0061,Anesthesiology ss,M,,, ,,,,,,,
G0062,Audiology ss,M,,, ,,,,,,,
G0063,Cardiology ss,M,,, ,,,,,,,
G0064,Cert nurse midwife ss,M,,, ,,,,,,,
G0065,Chiropractic ss,M,,, ,,,,,,,
G0066,Clinical social work ss,M,,, ,,,,,,,
G0067,Dentistry ss,M,,, ,,,,,,,
G0068,Adm iv infusion drug in home,A,,, ,,,,,,,
G0069,Adm sq infusion drug in home,A,,, ,,,,,,,
G0070,Adm of chemo drug in home,A,,, ,,,,,,,
G0071,Comm svcs by rhc/fqhc 5 min,A,,, ,,,,,,,
G0076,Care manag h vst new pt 20 m,B,,, ,,,,,,,
G0077,Care manag h vst new pt 30 m,B,,, ,,,,,,,
G0078,Care manag h vst new pt 45 m,B,,, ,,,,,,,
G0079,Care manag h vst new pt 60 m,B,,, ,,,,,,,
G0080,Care manag h vst new pt 75 m,B,,, ,,,,,,,
G0081,Care man h v ext pt 20 mi,B,,, ,,,,,,,
G0082,Care man h v ext pt 30 m,B,,, ,,,,,,,
G0083,Care man h v ext pt 45 m,B,,, ,,,,,,,
G0084,Care man h v ext pt 60 m,B,,, ,,,,,,,
G0085,Care man h v ext pt 75 m,B,,, ,,,,,,,
G0086,Care man home care plan 30 m,B,,, ,,,,,,,
G0087,Care man home care plan 60 m,B,,, ,,,,,,,
G0088,Adm iv drug 1st home visit,A,,, ,,,,,,,
G0089,Adm subq drug 1st home visit,A,,, ,,,,,,,
G0090,Adm iv chemo 1st home visit,A,,, ,,,,,,,
G0101,Ca screen;pelvic/breast exam,S,5822,1.0374,$92.50,$0.00,$0.00,,,,,
G0102,Prostate ca screening; dre,N,,, ,,,,,,,
G0103,Psa screening,A,,, ,,,,,,,
G0104,Ca screen;flexi sigmoidscope,T,5311,10.2245,$911.71,$0.00,$0.00,,,,,
G0105,Colorectal scrn; hi risk ind,T,5311,10.2245,$911.71,$0.00,$0.00,,,,,
G0108,Diab manage trn  per indiv,A,,, ,,,,,,,
G0109,Diab manage trn ind/group,A,,, ,,,,,,,
G0117,Glaucoma scrn hgh risk direc,S,5731,0.2747,$24.49,.,$4.90,,,,,
G0118,Glaucoma scrn hgh risk direc,S,5732,0.4402,$39.25,.,$7.85,,,,,
G0121,Colon ca scrn not hi rsk ind,T,5311,10.2245,$911.71,$0.00,$0.00,,,,,
G0123,Screen cerv/vag thin layer,A,,, ,,,,,,,
G0124,Screen c/v thin layer by md,B,,, ,,,,,,,
G0127,Trim nail(s),Q1,5733,0.6661,$59.40,.,$11.88,,,,,
G0128,Corf skilled nursing service,B,,, ,,,,,,,
G0129,Php/iop ot service,P,,, ,,,,,,,
G0130,Single energy x-ray study,S,5522,1.1926,$106.34,$0.00,$0.00,,,,,
G0136,Adm of soc dtr assess 5-15 m,S,5821,0.3341,$29.79,.,$5.96,,,,,
G0137,"Inten outpt svs,min 9 pr 7 d",A,,, ,,,,,,,
G0138,Iv cipaglucosidase alfa-atga,S,1508,,$650.50,.,$130.10,,,,,
G0140,Nav srv peer sup 60 min pr m,S,5822,1.0374,$92.50,.,$18.50,,,,,
G0141,"Scr c/v cyto,autosys and md",B,,, ,,,,,,,
G0143,"Scr c/v cyto,thinlayer,rescr",A,,, ,,,,,,,
G0144,"Scr c/v cyto,thinlayer,rescr",A,,, ,,,,,,,
G0145,"Scr c/v cyto,thinlayer,rescr",A,,, ,,,,,,,
G0146,Nav srv peer sup add 30 pr m,N,,, ,,,,,,,
G0147,"Scr c/v cyto, automated sys",A,,, ,,,,,,,
G0148,"Scr c/v cyto, autosys, rescr",A,,, ,,,,,,,
G0151,"Hhcp-serv of pt,ea 15 min",B,,, ,,,,,,,
G0152,"Hhcp-serv of ot,ea 15 min",B,,, ,,,,,,,
G0153,"Hhcp-svs of s/l path,ea 15mn",B,,, ,,,,,,,
G0155,"Hhcp-svs of csw,ea 15 min",B,,, ,,,,,,,
G0156,"Hhcp-svs of aide,ea 15 min",B,,, ,,,,,,,
G0157,Hhc pt assistant ea 15,B,,, ,,,,,,,
G0158,Hhc ot assistant ea 15,B,,, ,,,,,,,
G0159,Hhc pt maint ea 15 min,B,,, ,,,,,,,
G0160,Hhc occup therapy ea 15,B,,, ,,,,,,,
G0161,Hhc slp ea 15 min,B,,, ,,,,,,,
G0162,"Hhc rn e&m plan svs, 15 min",B,,, ,,,,,,,
G0166,"Extrnl counterpulse, per tx",Q1,5734,1.4456,$128.90,.,$25.78,,,,,
G0168,Wound closure by adhesive,B,,, ,,,,,,,
G0175,"Opps service,sched team conf",V,5024,4.7754,$425.82,.,$85.17,,,,,
G0176,Opps/php/iop; activity thrpy,P,,, ,,,,,,,
G0177,Opps/php/iop; train & educ,N,,, ,,,,,,,
G0179,Md recertification hha pt,M,,, ,,,,,,,
G0180,Md certification hha patient,M,,, ,,,,,,,
G0181,Home health care supervision,M,,, ,,,,,,,
G0182,Hospice care supervision,M,,, ,,,,,,,
G0183,Software meas of cardiac vol,S,5521,0.9874,$88.05,.,$17.61,,,,,
G0186,"Dstry eye lesn,fdr vssl tech",T,5481,6.1524,$548.60,.,$109.72,,,,,
G0219,Pet img wholbod melano nonco,E1,,, ,,,,,,,
G0235,Pet not otherwise specified,S,5591,4.5064,$401.83,.,$80.37,,,,,
G0237,Therapeutic procd strg endur,S,5731,0.2747,$24.49,.,$4.90,,,,,
G0238,"Oth resp proc, indiv",S,5731,0.2747,$24.49,.,$4.90,,,,,
G0239,"Oth resp proc, group",S,5732,0.4402,$39.25,.,$7.85,,,,,
G0245,Initial foot exam pt lops,V,5012,1.4452,$128.87,.,$25.78,,,,,
G0246,Followup eval of foot pt lop,V,5012,1.4452,$128.87,.,$25.78,,,,,
G0247,Routine footcare pt w lops,Q1,5051,2.2284,$198.70,.,$39.74,,,,,
G0248,Demonstrate use home inr mon,V,5012,1.4452,$128.87,.,$25.78,,,,,
G0249,Provide inr test mater/equip,V,5012,1.4452,$128.87,.,$25.78,,,,,
G0250,Md inr test revie inter mgmt,M,,, ,,,,,,,
G0252,Pet imaging initial dx,E1,,, ,,,,,,,
G0255,Current percep threshold tst,E1,,, ,,,,,,,
G0257,Unsched dialysis esrd pt hos,S,5401,7.8471,$699.72,.,$139.95,,,,,
G0259,Inject for sacroiliac joint,N,,, ,,,,,,,
G0260,Inj for sacroiliac jt anesth,T,5442,7.7664,$692.52,.,$138.51,,,,,
G0268,Removal of impacted wax md,N,,, ,,,,,,,
G0269,Occlusive device in vein art,N,,, ,,,,,,,
G0270,Mnt subs tx for change dx,A,,, ,,,,,,,
G0271,Group mnt 2 or more 30 mins,A,,, ,,,,,,,
G0276,Pild/placebo control clin tr,J1,5114,80.1145,"$7,143.73",.,"$1,428.75",,,,,
G0277,"Hbot, full body chamber, 30m",S,5061,1.5465,$137.90,.,$27.58,,,,,
G0278,"Iliac art angio,cardiac cath",N,,, ,,,,,,,
G0279,"Tomosynthesis, mammo",A,,, ,,,,,,,
G0281,Elec stim unattend for press,A,,, ,,,,,,,
G0282,Elect stim wound care not pd,E1,,, ,,,,,,,
G0283,Elec stim other than wound,A,,, ,,,,,,,
G0288,"Recon, cta for surg plan",N,,, ,,,,,,,
G0289,"Arthro, loose body + chondro",N,,, ,,,,,,,
G0293,"Non-cov surg proc,clin trial",Q1,5732,0.4402,$39.25,.,$7.85,,,,,
G0294,"Non-cov proc, clinical trial",Q1,5732,0.4402,$39.25,.,$7.85,,,,,
G0295,Electromagnetic therapy onc,E1,,, ,,,,,,,
G0296,Visit to determ ldct elig,S,5822,1.0374,$92.50,$0.00,$0.00,,,,,
G0299,Hhs/hospice of rn ea 15 min,B,,, ,,,,,,,
G0300,Hhs/hospice of lpn ea 15 min,B,,, ,,,,,,,
G0302,Pre-op service lvrs complete,S,5723,5.9505,$530.60,.,$106.12,,,,,
G0303,Pre-op service lvrs 10-15dos,S,5722,3.4922,$311.40,.,$62.28,,,,,
G0304,Pre-op service lvrs 1-9 dos,S,5723,5.9505,$530.60,.,$106.12,,,,,
G0305,Post op service lvrs min 6,S,5723,5.9505,$530.60,.,$106.12,,,,,
G0306,Cbc/diffwbc w/o platelet,Q4,,, ,,,,,,,
G0307,Cbc without platelet,Q4,,, ,,,,,,,
G0310,Immunize counsel 5-15 min,E1,,, ,,,,,,,
G0311,Immunize counsel 16-30 mins,E1,,, ,,,,,,,
G0312,Immunize couns < 21yr 5-15 m,E1,,, ,,,,,,,
G0313,Immunize couns < 21yr 6-30 m,E1,,, ,,,,,,,
G0314,Counsel immune <21 16-30 m,E1,,, ,,,,,,,
G0315,Counsel immune <21  5-15 m,E1,,, ,,,,,,,
G0316,Prolong inpt eval add15 m,N,,, ,,,,,,,
G0317,Prolong nursin fac eval 15m,B,,, ,,,,,,,
G0318,Prolong home eval add 15m,B,,, ,,,,,,,
G0320,Two-way audio and video hhs,A,,, ,,,,,,,
G0321,Audio-only hhs,A,,, ,,,,,,,
G0322,Home h physio data collec tr,A,,, ,,,,,,,
G0323,Care manage beh svs 20mins,S,5821,0.3341,$29.79,.,$5.96,,,,,
G0327,Colon ca scrn;bld-bsd biomrk,A,,, ,,,,,,,
G0328,Fecal blood scrn immunoassay,A,,, ,,,,,,,
G0329,Electromagntic tx for ulcers,A,,, ,,,,,,,
G0330,Facility svs dental rehab,J1,5164,36.3699,"$3,243.07",.,$648.62,,,,,
G0333,Dispense fee initial 30 day,M,,, ,,,,,,,
G0337,Hospice evaluation preelecti,B,,, ,,,,,,,
G0339,"Robot lin-radsurg com, first",B,,, ,,,,,,,
G0340,Robt lin-radsurg fractx 2-5,B,,, ,,,,,,,
G0341,Percutaneous islet celltrans,C,,, ,,,,,,,
G0342,Laparoscopy islet cell trans,C,,, ,,,,,,,
G0343,Laparotomy islet cell transp,C,,, ,,,,,,,
G0372,Md service required for pmd,M,,, ,,,,,,,
G0378,Hospital observation per hr,N,,, ,,,,,,,
G0379,Direct refer hospital observ,J2,5025,6.8757,$613.10,.,$122.62,,,,,
G0380,Lev 1 hosp type b ed visit,J2,5031,0.9428,$84.07,.,$16.82,,,,,
G0381,Lev 2 hosp type b ed visit,J2,5032,1.2410,$110.66,.,$22.14,,,,,
G0382,Lev 3 hosp type b ed visit,J2,5033,2.0925,$186.59,.,$37.32,,,,,
G0383,Lev 4 hosp type b ed visit,J2,5034,3.2023,$285.55,.,$57.11,,,,,
G0384,Lev 5 hosp type b ed visit,J2,5035,4.5295,$403.89,.,$80.78,,,,,
G0390,Trauma respons w/hosp criti,S,5045,14.8389,"$1,323.17",.,$264.64,,,,,
G0396,Alcohol/subs interv 15-30mn,S,5821,0.3341,$29.79,.,$5.96,,,,,
G0397,Alcohol/subs interv >30 min,S,5823,1.8019,$160.67,.,$32.14,,,,,
G0398,Home sleep test/type 2 porta,S,5721,1.7546,$156.46,.,$31.30,,,,,
G0399,Home sleep test/type 3 porta,S,5721,1.7546,$156.46,.,$31.30,,,,,
G0400,Home sleep test/type 4 porta,S,5722,3.4922,$311.40,.,$62.28,,,,,
G0402,Initial preventive exam,V,5012,1.4452,$128.87,$0.00,$0.00,,,,,
G0403,Ekg for initial prevent exam,M,,, ,,,,,,,
G0404,Ekg tracing for initial prev,S,5731,0.2747,$24.49,.,$4.90,,,,,
G0405,Ekg interpret & report preve,B,,, ,,,,,,,
G0406,Inpt/tele follow up 15,B,,, ,,,,,,,
G0407,Inpt/tele follow up 25,B,,, ,,,,,,,
G0408,Inpt/tele follow up 35,B,,, ,,,,,,,
G0409,Corf related serv 15 mins ea,B,,, ,,,,,,,
G0410,Grp psych php/iop 45-50,P,,, ,,,,,,,
G0411,Interactive grp psyc php/iop,P,,, ,,,,,,,
G0412,Open tx iliac spine uni/bil,C,,, ,,,,,,,
G0413,Pelvic ring fracture uni/bil,J1,5114,80.1145,"$7,143.73",.,"$1,428.75",,,,,
G0414,Pelvic ring fx treat int fix,C,,, ,,,,,,,
G0415,Open tx post pelvic fxcture,C,,, ,,,,,,,
G0416,"Prostate biopsy, any mthd",Q2,5673,4.0341,$359.72,.,$71.95,,,,,
G0420,Ed svc ckd ind per session,A,,, ,,,,,,,
G0421,Ed svc ckd grp per session,A,,, ,,,,,,,
G0422,Intens cardiac rehab w/exerc,S,5771,1.4120,$125.91,.,$25.19,,,,,
G0423,Intens cardiac rehab no exer,S,5771,1.4120,$125.91,.,$25.19,,,,,
G0425,Inpt/ed teleconsult30,B,,, ,,,,,,,
G0426,Inpt/ed teleconsult50,B,,, ,,,,,,,
G0427,Inpt/ed teleconsult70,B,,, ,,,,,,,
G0428,Collagen meniscus implant,E1,,, ,,,,,,,
G0429,Dermal filler injection(s),T,5054,20.5142,"$1,829.23",.,$365.85,,,,,
G0432,Eia hiv-1/hiv-2 screen,A,,, ,,,,,,,
G0433,Elisa hiv-1/hiv-2 screen,A,,, ,,,,,,,
G0435,Oral hiv-1/hiv-2 screen,A,,, ,,,,,,,
