6/18/2024:
80661-0010-01:	1p1cpee -> 8y356xa	Aluminum sesquichlorohydrate 37500 mg Bottle [Myhealth Mood Care Unissex] 	37500 mg
55910-0999-06:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
55910-0999-12:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
59779-0959-11:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
59779-0959-20:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
59779-0959-35:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
59779-0959-36:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
59779-0959-39:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
62011-0271-01:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
62011-0271-02:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
63868-0380-45:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
63868-0380-90:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
70000-0108-01:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
70000-0108-02:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
70677-1089-01:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
70677-1089-02:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
71443-0001-06:	3k4pd8v -> 1thgzzd	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
59779-0959-37:	9zcpakp -> 661093z	Sodium phosphate, dibasic 59.3 mg/mL / sodium phosphate, monobasic 161 mg/mL Enema [Gent-L-Tip]
00536-1339-28:	bsj9db4 -> erkmgbk	Lidocaine 50 mg/mL Rectal Cream [Dr. Numb]
11822-0265-01:	bsj9db4 -> erkmgbk	Lidocaine 50 mg/mL Rectal Cream [Dr. Numb]
46122-0652-03:	bsj9db4 -> erkmgbk	Lidocaine 50 mg/mL Rectal Cream [Dr. Numb]
69396-0070-01:	bsj9db4 -> erkmgbk	Lidocaine 50 mg/mL Rectal Cream [Dr. Numb]
72839-0141-01:	bsj9db4 -> erkmgbk	Lidocaine 50 mg/mL Rectal Cream [Dr. Numb]
72839-0265-00:	bsj9db4 -> erkmgbk	Lidocaine 50 mg/mL Rectal Cream [Dr. Numb]
73492-0712-28:	bsj9db4 -> erkmgbk	Lidocaine 50 mg/mL Rectal Cream [Dr. Numb]
13925-0160-01:	fcn6e9y -> a1fqsnq	Hydrocortisone acetate 5 mg/mL / lidocaine HCl 30 mg/mL Rectal Cream [Lidazone]
70942-0121-01:	xay9zrz -> sqbpdge	Lidocaine 0.05 mg/mg Rectal Ointment
70942-0121-11:	xay9zrz -> sqbpdge	Lidocaine 0.05 mg/mg Rectal Ointment
45802-0730-00:	xngggwh -> yerttjq	Acetaminophen 650 mg Rectal Suppository [Acephen]
45802-0730-30:	xngggwh -> yerttjq	Acetaminophen 650 mg Rectal Suppository [Acephen]
45802-0730-32:	xngggwh -> yerttjq	Acetaminophen 650 mg Rectal Suppository [Acephen]
45802-0730-33:	xngggwh -> yerttjq	Acetaminophen 650 mg Rectal Suppository [Acephen]
51672-2117-04:	xngggwh -> yerttjq	Acetaminophen 650 mg Rectal Suppository [Acephen]
10631-0407-01:	z78tgen -> are1wc9	Hydrocortisone 25 mg/mL Rectal Cream [Proctocare-HC]
00591-2159-90:	c4mx5qy -> dk4qy85	Ciclopirox 10 mg/mL Medicated Shampoo [Loprox]
51672-1351-08:	c4mx5qy -> dk4qy85	Ciclopirox 10 mg/mL Medicated Shampoo [Loprox]
99207-0010-10:	c4mx5qy -> dk4qy85	Ciclopirox 10 mg/mL Medicated Shampoo [Loprox]
00178-0630-16:	2gcx8c8 -> r4dqdz2	Sulfacetamide sodium 100 mg/mL Medicated Liquid Soap [Rosaderm Cleanser]
44523-0606-16:	2gcx8c8 -> r4dqdz2	Sulfacetamide sodium 100 mg/mL Medicated Liquid Soap [Rosaderm Cleanser]
52187-0536-06:	3s67xdq -> zd9zby9	Sulfacetamide sodium 100 mg/mL / sulfur 50 mg/mL Medicated Liquid Soap [Prascion]
58657-0472-07:	3s67xdq -> zd9zby9	Sulfacetamide sodium 100 mg/mL / sulfur 50 mg/mL Medicated Liquid Soap [Prascion]
63629-9260-01:	3s67xdq -> zd9zby9	Sulfacetamide sodium 100 mg/mL / sulfur 50 mg/mL Medicated Liquid Soap [Prascion]
69367-0247-06:	3s67xdq -> zd9zby9	Sulfacetamide sodium 100 mg/mL / sulfur 50 mg/mL Medicated Liquid Soap [Prascion]
71399-0488-06:	3s67xdq -> zd9zby9	Sulfacetamide sodium 100 mg/mL / sulfur 50 mg/mL Medicated Liquid Soap [Prascion]
62476-0102-38:	7keezzx -> 5gacrj5	Benzalkonium chloride 0.1% 100 mg Cello Pack [Jabon Cremoso]
42192-0136-06:	7z9dmyc -> hvs1wt3	Sulfacetamide sodium 100 mg/mL / sulfur 50 mg/mL Medicated Liquid Soap [Prascion]
62476-0102-15:	k62z56x -> g006ydn	Benzalkonium chloride 0.1% 400 mg Cello Pack [Jabon Cremoso]
42192-0121-16:	zzxc87g -> x9bzvny	Sulfacetamide sodium 90 mg/mL / sulfur 40 mg/mL Medicated Liquid Soap [Zencia Wash]
33342-0321-39:	8ftjtyd -> s6b6a88	Clobetasol propionate 12.5 mg Bottle
50383-0266-25:	8ftjtyd -> 3fjf49f	Clobetasol propionate 0.5 mg/mL Topical Solution [Clobex]
10129-0002-03:	xahkmvs -> 62cb9xk	Dl epinephrine hci 0.02 mg/MM Mm [Gingi-Pak Max Soft-Twist No 2]
69968-0543-03:	c66vrg8 -> jmxjx45	Avobenzone, homosalate, octisalate, and octocrylene 3000.0; 10000.0; 5000.0; 10000 mg; mg; mg; mg Bottle [Neutrogena Ultra Sheer Face Mist Sunscreen Broad Spectrum Spf 55]
69968-0685-03:	c66vrg8 -> jmxjx45	Avobenzone, homosalate, octisalate, and octocrylene 3000.0; 10000.0; 5000.0; 10000 mg; mg; mg; mg Bottle [Neutrogena Invisible Daily Defense Face Mist Sunscreen Broad Spectrum Spf 50]
58411-0667-20:	m2xgqer -> e0fznqh	Titanium dioxide 80 mg Cartridge [Cle De Peau Beaute Concealer N]
70518-2167-00:	cnfspb7 -> xzw2hhz	Omeprazole magnesium 20 mg Tablet [Prilosec Otc]
49638-0104-30:	qgmhq9c -> fyxj9t3	Acetaminophen 649.6 mg Tablet [Tylo Arthritis (Acetaminophen)]
70518-3024-00:	v1xw98a -> xmqn242	Potassium chloride 745 mg Tablet [Potassium Chloride Extended-Release]
70934-0747-14:	v1xw98a -> xmqn242	Potassium chloride 745 mg Tablet
70934-0747-90:	v1xw98a -> xmqn242	Potassium chloride 745 mg Tablet
00615-7590-39:	9z6ndgf -> y1kwak0	Acetaminophen 649.6 mg Tablet [Acetaminophen Extended Release]
00615-8404-39:	9z6ndgf -> y1kwak0	Acetaminophen 649.6 mg Tablet [Arthritis Pain Reliever]
30142-0789-83:	9z6ndgf -> y1kwak0	Acetaminophen 649.6 mg Tablet [Arthritis Pain]
00781-7161-19:	14y57dc -> mv9dq7b	Benzoyl peroxide 0.05 mg/mg / clindamycin phosphate 0.012 mg/mg Topical Gel [Duac]
63629-8798-01:	14y57dc -> mv9dq7b	Benzoyl peroxide 0.05 mg/mg / clindamycin phosphate 0.012 mg/mg Topical Gel [Duac]
50474-0804-03:	16naw04 -> 1nms1s1	24 HR rotigotine 0.167 mg/HR Transdermal System [Neupro]
50474-0804-17:	16naw04 -> 1nms1s1	24 HR rotigotine 0.167 mg/HR Transdermal System [Neupro]
68968-5552-03:	1e7ysv5 -> 3wfmyv4	9 HR methylphenidate 1.11 mg/HR Transdermal System [Daytrana]
00378-9127-98:	1fjc7b4 -> hz36wc2	72 HR fentanyl 0.0875 mg/HR Transdermal System
60505-7017-02:	1fjc7b4 -> hz36wc2	72 HR fentanyl 0.0875 mg/HR Transdermal System
60505-7087-02:	1fjc7b4 -> hz36wc2	72 HR fentanyl 0.0875 mg/HR Transdermal System
00363-0230-03:	26t0p2k -> gayy73f	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
43749-0250-01:	26t0p2k -> gayy73f	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
16714-0496-01:	2fvza9j -> jg1r0r2	Betamethasone 0.5 mg/mL / clotrimazole 10 mg/mL Topical Cream [Lotrisone]
51672-2075-02:	2gdq2vj -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
79503-0107-30:	2gdq2vj -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
00378-9102-93:	2kmgbtd -> mqhkf5a	24 HR nitroglycerin 0.1 mg/HR Transdermal System [Minitran]
70710-1477-07:	2kmgbtd -> mqhkf5a	24 HR nitroglycerin 0.1 mg/HR Transdermal System [Minitran]
00378-9124-98:	2kv07ds -> 89hc8rd	72 HR fentanyl 0.1 mg/HR Transdermal System [Duragesic]
00406-9000-76:	2kv07ds -> 89hc8rd	72 HR fentanyl 0.1 mg/HR Transdermal System [Duragesic]
00406-9100-76:	2kv07ds -> 89hc8rd	72 HR fentanyl 0.1 mg/HR Transdermal System [Duragesic]
60505-7009-02:	2kv07ds -> 89hc8rd	72 HR fentanyl 0.1 mg/HR Transdermal System [Duragesic]
60505-7014-02:	2kv07ds -> 89hc8rd	72 HR fentanyl 0.1 mg/HR Transdermal System [Duragesic]
60505-7084-02:	2kv07ds -> 89hc8rd	72 HR fentanyl 0.1 mg/HR Transdermal System [Duragesic]
63629-4764-01:	2kv07ds -> 89hc8rd	72 HR fentanyl 0.1 mg/HR Transdermal System [Duragesic]
63629-4764-02:	2kv07ds -> 89hc8rd	72 HR fentanyl 0.1 mg/HR Transdermal System [Duragesic]
63629-4764-03:	2kv07ds -> 89hc8rd	72 HR fentanyl 0.1 mg/HR Transdermal System [Duragesic]
63629-4813-01:	2kv07ds -> 89hc8rd	72 HR fentanyl 0.1 mg/HR Transdermal System [Duragesic]
63629-4813-02:	2kv07ds -> 89hc8rd	72 HR fentanyl 0.1 mg/HR Transdermal System [Duragesic]
63629-4813-03:	2kv07ds -> 89hc8rd	72 HR fentanyl 0.1 mg/HR Transdermal System [Duragesic]
00378-9125-98:	2xce549 -> 5nhb6qb	72 HR fentanyl 0.0375 mg/HR Transdermal System
00406-9037-76:	2xce549 -> 5nhb6qb	72 HR fentanyl 0.0375 mg/HR Transdermal System
60505-7015-02:	2xce549 -> 5nhb6qb	72 HR fentanyl 0.0375 mg/HR Transdermal System
60505-7085-02:	2xce549 -> 5nhb6qb	72 HR fentanyl 0.0375 mg/HR Transdermal System
80324-0078-00:	38gj50w -> wnt994d	Lidocaine HCl 40 mg/mL Topical Cream [Cutiecaine]
69693-0412-01:	3ageqm6 -> fw78704	Menthol 0.05 mg/mg Medicated Patch [Absorbine]
71399-1246-01:	3qmkvy5 -> q6mxdmp	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
00078-0502-15:	4pxpbrx -> 3wtc806	24 HR rivastigmine 0.396 mg/HR Transdermal System [Exelon]
00378-9071-93:	4pxpbrx -> 3wtc806	24 HR rivastigmine 0.396 mg/HR Transdermal System [Exelon]
00781-7309-31:	4pxpbrx -> 3wtc806	24 HR rivastigmine 0.396 mg/HR Transdermal System [Exelon]
16714-0116-02:	4pxpbrx -> 3wtc806	24 HR rivastigmine 0.396 mg/HR Transdermal System [Exelon]
51956-0002-07:	4pxpbrx -> 3wtc806	24 HR rivastigmine 0.396 mg/HR Transdermal System [Exelon]
51991-0898-30:	4pxpbrx -> 3wtc806	24 HR rivastigmine 0.396 mg/HR Transdermal System [Exelon]
63629-2066-01:	4pxpbrx -> 3wtc806	24 HR rivastigmine 0.396 mg/HR Transdermal System [Exelon]
63629-8807-01:	4pxpbrx -> 3wtc806	24 HR rivastigmine 0.396 mg/HR Transdermal System [Exelon]
65162-0826-34:	4pxpbrx -> 3wtc806	24 HR rivastigmine 0.396 mg/HR Transdermal System [Exelon]
70710-1197-07:	4pxpbrx -> 3wtc806	24 HR rivastigmine 0.396 mg/HR Transdermal System [Exelon]
72855-0101-01:	4pxpbrx -> 3wtc806	24 HR rivastigmine 0.396 mg/HR Transdermal System [Exelon]
50474-0806-03:	4qx3dzk -> vamraz1	24 HR rotigotine 0.333 mg/HR Transdermal System [Neupro]
50474-0806-17:	4qx3dzk -> vamraz1	24 HR rotigotine 0.333 mg/HR Transdermal System [Neupro]
16714-0496-02:	50xh9ab -> 1h03t75	Betamethasone 0.5 mg/mL / clotrimazole 10 mg/mL Topical Cream [Lotrisone]
00378-9123-98:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
00406-9075-76:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
00406-9175-76:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
55700-0772-05:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
60505-7008-02:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
60505-7013-02:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
60505-7083-02:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
63629-4773-01:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
63629-4773-02:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
63629-4773-03:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
63629-4976-01:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
63629-4976-02:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
63629-4976-03:	58ar2bd -> 36ry51f	72 HR fentanyl 0.075 mg/HR Transdermal System [Duragesic]
00168-0020-31:	5cqnjhs -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
00135-0196-02:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
00135-0196-05:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
00363-0451-74:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
00536-1106-88:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
11673-0196-02:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
11822-4973-00:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
43598-0446-70:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
43598-0446-74:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
49035-0196-02:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
50090-6383-00:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
59450-0001-74:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
59779-0443-74:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
60429-0443-14:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
68016-0290-88:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
70000-0113-01:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
70000-0113-02:	5tm6j52 -> y0v25mm	24 HR nicotine 0.292 mg/HR Transdermal System [Habitrol]
58980-0350-50:	6rny8t9 -> g4nzy4b	Petrolatum 1 mg/mg Topical Ointment [Ilex Skin]
51862-0453-04:	703vg02 -> 8p6xsjp	168 HR clonidine 0.00417 mg/HR Transdermal System [Catapres]
51862-0454-04:	70q1c8m -> scdkxjd	168 HR clonidine 0.00833 mg/HR Transdermal System [Catapres]
51862-0455-04:	70q1c8m -> yg2sjb9	168 HR clonidine 0.0125 mg/HR Transdermal System [Catapres]
49911-0884-01:	720jc3g -> eyz9p66	Lidocaine 0.04 mg/mg Topical Gel [Sonacaine]
58980-0823-30:	76025qc -> 7f1256w	Lidocaine 50 mg/mL Topical Cream [Lidocream]
16477-0340-07:	76kmcht -> amgxz5w	Urea 400 mg/mL Topical Cream [Carmol]
44523-0617-07:	76kmcht -> amgxz5w	Urea 400 mg/mL Topical Cream [Carmol]
50268-0872-19:	76kmcht -> amgxz5w	Urea 400 mg/mL Topical Cream [Carmol]
58657-0487-07:	76kmcht -> amgxz5w	Urea 400 mg/mL Topical Cream [Carmol]
63629-9267-01:	76kmcht -> amgxz5w	Urea 400 mg/mL Topical Cream [Carmol]
68134-0801-07:	76kmcht -> amgxz5w	Urea 400 mg/mL Topical Cream [Carmol]
72189-0276-28:	7nwaa5s -> j8e40ng	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC]
00378-8261-93:	7pq6hzh -> jhv9pma	9 HR methylphenidate 1.67 mg/HR Transdermal System [Daytrana]
61543-1601-01:	7q5ye4c -> va6xvzj	Lidocaine 20 mg/mL Topical Cream
55621-0011-01:	903sjgt -> 6rw5ha3	Lidocaine HCl 20 mg/mL Topical Cream [Xolido]
00093-3659-40:	907ayd4 -> 47d7f5s	168 HR buprenorphine 0.02 mg/HR Transdermal System [BuTrans]
42858-0839-40:	907ayd4 -> 47d7f5s	168 HR buprenorphine 0.02 mg/HR Transdermal System [BuTrans]
47781-0408-04:	907ayd4 -> 47d7f5s	168 HR buprenorphine 0.02 mg/HR Transdermal System [BuTrans]
59011-0752-04:	907ayd4 -> 47d7f5s	168 HR buprenorphine 0.02 mg/HR Transdermal System [BuTrans]
60505-7079-05:	907ayd4 -> 47d7f5s	168 HR buprenorphine 0.02 mg/HR Transdermal System [BuTrans]
69238-1205-02:	907ayd4 -> 47d7f5s	168 HR buprenorphine 0.02 mg/HR Transdermal System [BuTrans]
59779-0729-28:	acbrrmp -> pp4w6yf	Hydrocortisone 0.01 mg/mg Topical Gel [Instacort]
33342-0321-86:	aqt72wn -> hyfn07z	Clobetasol propionate 0.5 mg/mL Topical Solution [Clobex]
50090-5778-00:	aqt72wn -> hyfn07z	Clobetasol propionate 0.5 mg/mL Topical Solution [Clobex]
50383-0266-50:	aqt72wn -> hyfn07z	Clobetasol propionate 0.5 mg/mL Topical Solution [Clobex]
50474-0803-03:	atxyctq -> aad184r	24 HR rotigotine 0.125 mg/HR Transdermal System [Neupro]
50474-0803-17:	atxyctq -> aad184r	24 HR rotigotine 0.125 mg/HR Transdermal System [Neupro]
69693-0413-01:	ax703je -> gec6net	Menthol 0.065 mg/mg Medicated Patch [Absorbine]
00078-0501-15:	b90acwm -> ny346ys	24 HR rivastigmine 0.192 mg/HR Transdermal System [Exelon]
00378-9070-93:	b90acwm -> ny346ys	24 HR rivastigmine 0.192 mg/HR Transdermal System [Exelon]
00781-7304-31:	b90acwm -> ny346ys	24 HR rivastigmine 0.192 mg/HR Transdermal System [Exelon]
16714-0115-02:	b90acwm -> ny346ys	24 HR rivastigmine 0.192 mg/HR Transdermal System [Exelon]
51956-0001-07:	b90acwm -> ny346ys	24 HR rivastigmine 0.192 mg/HR Transdermal System [Exelon]
51991-0897-30:	b90acwm -> ny346ys	24 HR rivastigmine 0.192 mg/HR Transdermal System [Exelon]
63629-2065-01:	b90acwm -> ny346ys	24 HR rivastigmine 0.192 mg/HR Transdermal System [Exelon]
65162-0825-34:	b90acwm -> ny346ys	24 HR rivastigmine 0.192 mg/HR Transdermal System [Exelon]
70710-1196-07:	b90acwm -> ny346ys	24 HR rivastigmine 0.192 mg/HR Transdermal System [Exelon]
72855-0100-01:	b90acwm -> ny346ys	24 HR rivastigmine 0.192 mg/HR Transdermal System [Exelon]
00378-8263-93:	brqhe6v -> 7bdrmbc	9 HR methylphenidate 3.33 mg/HR Transdermal System [Daytrana]
00378-9104-93:	cg381bt -> nwf1qp3	24 HR nitroglycerin 0.2 mg/HR Transdermal System [Minitran]
68382-0309-30:	cg381bt -> nwf1qp3	24 HR nitroglycerin 0.2 mg/HR Transdermal System [Minitran]
50474-0801-03:	cmkxzxg -> dkbzpen	24 HR rotigotine 0.0417 mg/HR Transdermal System [Neupro]
50474-0801-17:	cmkxzxg -> dkbzpen	24 HR rotigotine 0.0417 mg/HR Transdermal System [Neupro]
00093-3656-40:	d3m152q -> fnf6b5b	168 HR buprenorphine 0.005 mg/HR Transdermal System [BuTrans]
42858-0750-40:	d3m152q -> fnf6b5b	168 HR buprenorphine 0.005 mg/HR Transdermal System [BuTrans]
47781-0406-04:	d3m152q -> fnf6b5b	168 HR buprenorphine 0.005 mg/HR Transdermal System [BuTrans]
59011-0750-04:	d3m152q -> fnf6b5b	168 HR buprenorphine 0.005 mg/HR Transdermal System [BuTrans]
60505-7075-05:	d3m152q -> fnf6b5b	168 HR buprenorphine 0.005 mg/HR Transdermal System [BuTrans]
69238-1202-02:	d3m152q -> fnf6b5b	168 HR buprenorphine 0.005 mg/HR Transdermal System [BuTrans]
49502-0900-05:	debyc9k -> 1egebxn	24 HR selegiline 0.25 mg/HR Transdermal System [Emsam]
49502-0900-30:	debyc9k -> 1egebxn	24 HR selegiline 0.25 mg/HR Transdermal System [Emsam]
50474-0802-03:	eahc8bd -> kn7r3zd	24 HR rotigotine 0.0833 mg/HR Transdermal System [Neupro]
50474-0802-17:	eahc8bd -> kn7r3zd	24 HR rotigotine 0.0833 mg/HR Transdermal System [Neupro]
50474-0805-03:	emvne8w -> hrhq7y9	24 HR rotigotine 0.25 mg/HR Transdermal System [Neupro]
50474-0805-17:	emvne8w -> hrhq7y9	24 HR rotigotine 0.25 mg/HR Transdermal System [Neupro]
00378-9122-98:	f3yafab -> 6a4c04y	72 HR fentanyl 0.05 mg/HR Transdermal System [Duragesic]
00406-9050-76:	f3yafab -> 6a4c04y	72 HR fentanyl 0.05 mg/HR Transdermal System [Duragesic]
00406-9150-76:	f3yafab -> 6a4c04y	72 HR fentanyl 0.05 mg/HR Transdermal System [Duragesic]
55700-0748-05:	f3yafab -> 6a4c04y	72 HR fentanyl 0.05 mg/HR Transdermal System [Duragesic]
60505-7007-02:	f3yafab -> 6a4c04y	72 HR fentanyl 0.05 mg/HR Transdermal System [Duragesic]
60505-7012-02:	f3yafab -> 6a4c04y	72 HR fentanyl 0.05 mg/HR Transdermal System [Duragesic]
60505-7082-02:	f3yafab -> 6a4c04y	72 HR fentanyl 0.05 mg/HR Transdermal System [Duragesic]
63629-4771-01:	f3yafab -> 6a4c04y	72 HR fentanyl 0.05 mg/HR Transdermal System [Duragesic]
63629-4771-02:	f3yafab -> 6a4c04y	72 HR fentanyl 0.05 mg/HR Transdermal System [Duragesic]
63629-4771-03:	f3yafab -> 6a4c04y	72 HR fentanyl 0.05 mg/HR Transdermal System [Duragesic]
00378-8262-93:	f4cjkqs -> k6qb7dn	9 HR methylphenidate 2.22 mg/HR Transdermal System [Daytrana]
67234-0059-01:	ffq8r80 -> 8p40se4	Bacitracin 0.5 UNT/mL Topical Cream
00093-3658-40:	fq2300p -> 14e48f5	168 HR buprenorphine 0.015 mg/HR Transdermal System [BuTrans]
42858-0586-40:	fq2300p -> 14e48f5	168 HR buprenorphine 0.015 mg/HR Transdermal System [BuTrans]
47781-0419-04:	fq2300p -> 14e48f5	168 HR buprenorphine 0.015 mg/HR Transdermal System [BuTrans]
59011-0758-04:	fq2300p -> 14e48f5	168 HR buprenorphine 0.015 mg/HR Transdermal System [BuTrans]
60505-7078-05:	fq2300p -> 14e48f5	168 HR buprenorphine 0.015 mg/HR Transdermal System [BuTrans]
69238-1204-02:	fq2300p -> 14e48f5	168 HR buprenorphine 0.015 mg/HR Transdermal System [BuTrans]
00168-0015-31:	gakm9sp -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
51672-3004-02:	gakm9sp -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
65649-0501-30:	gakm9sp -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
10356-0120-04:	ghfk1zv -> pradyn5	Hydrocortisone 0.01 mg/mg Topical Ointment [Aquaphor Itch Relief]
10356-0120-52:	ghfk1zv -> pradyn5	Hydrocortisone 0.01 mg/mg Topical Ointment [Aquaphor Itch Relief]
10356-0120-53:	ghfk1zv -> pradyn5	Hydrocortisone 0.01 mg/mg Topical Ointment [Aquaphor Itch Relief]
00096-0732-04:	h4ffnrs -> zf2vgt6	Hydrocortisone 10 mg/mL Topical Lotion [Efcortelan]
63736-0339-24:	h4ffnrs -> zf2vgt6	Hydrocortisone 10 mg/mL Topical Lotion [Efcortelan]
71131-0774-01:	hqp7q1d -> 19s7x0y	Lidocaine HCl 50 mg/mL Topical Cream [Uber Numb]
68968-5555-03:	hr5t6v5 -> kaea4tt	9 HR methylphenidate 3.33 mg/HR Transdermal System [Daytrana]
68968-5554-03:	ht80n49 -> k6qb7dn	9 HR methylphenidate 2.22 mg/HR Transdermal System [Daytrana]
00378-9126-98:	j5r778d -> 2v840k9	72 HR fentanyl 0.0625 mg/HR Transdermal System
00406-9062-76:	j5r778d -> 2v840k9	72 HR fentanyl 0.0625 mg/HR Transdermal System
60505-7016-02:	j5r778d -> 2v840k9	72 HR fentanyl 0.0625 mg/HR Transdermal System
60505-7086-02:	j5r778d -> 2v840k9	72 HR fentanyl 0.0625 mg/HR Transdermal System
42747-0726-01:	jhwyb08 -> axf2y9w	168 HR granisetron 0.129 mg/HR Transdermal System [Sancuso]
42747-0726-72:	jhwyb08 -> axf2y9w	168 HR granisetron 0.129 mg/HR Transdermal System [Sancuso]
00113-0471-64:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
11822-0471-01:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
