NDC,RXCUI,QUMI Code,Package Count,Supplier,Description,Dosage Form,Dosage Route,Strength,Measure,ANDA,Generic Description,DEA
00143-9785-10,1099648,q09e4xe,10,Hikma Pharmaceuticals USA Inc.,5 mL valproic acid 100 mg/mL Vial [Depacon],Vial,INJECTABLE,500,mg,ANDA078523,VALPROATE SODIUM,
63323-0494-05,1099648,q09e4xe,10,"Fresenius Kabi USA, LLC",5 mL valproic acid 100 mg/mL Vial [Depacon],Vial,INJECTABLE,500,mg,ANDA076539,VALPROATE SODIUM,
63323-0494-16,1099648,q09e4xe,10,"Fresenius Kabi USA, LLC",5 mL valproic acid 100 mg/mL Vial [Depacon],Vial,INJECTABLE,500,mg,ANDA076539,VALPROATE SODIUM,
70860-0784-05,1099648,q09e4xe,10,"Athenex Pharmaceutical Division, LLC.",5 mL valproic acid 100 mg/mL Vial [Depacon],Vial,INJECTABLE,500,mg,ANDA076295,VALPROATE SODIUM,
00069-2522-02,2644891,q0j0889,1,Pfizer Laboratories Div Pfizer Inc,1.1 mL elranatamab-bcmm 40 mg/mL Vial [Elrexfio],Vial,INJECTABLE,44,mg,BLA761345,ELRANATAMAB,
63539-0252-02,2644891,q0j0889,1,U.S. Pharmaceuticals,1.1 mL elranatamab-bcmm 40 mg/mL Vial [Elrexfio],Vial,INJECTABLE,44,mg,BLA761345,ELRANATAMAB,
00264-9872-10,1658691,q0k1c8y,24,B. Braun Medical Inc.,"Heparin sodium, porcine 2 UNT/mL Container",Container,INJECTABLE,1000,[USP'U],NDA019953,HEPARIN SODIUM,
00338-0424-18,1658691,q0k1c8y,1,Baxter Healthcare Corporation,"Heparin sodium, porcine 2 UNT/mL Bag",Bag,INJECTABLE,1000,[USP'U],NDA018609,HEPARIN SODIUM,
00338-0431-03,1658691,q0k1c8y,18,Baxter Healthcare Corporation,"Heparin sodium, porcine 2 UNT/mL Bag",Bag,INJECTABLE,1000,[USP'U],NDA018609,HEPARIN SODIUM,
00409-1005-20,1658691,q0k1c8y,20,"Hospira, Inc.","Heparin sodium, porcine 2 UNT/mL Bag",Bag,INJECTABLE,1000,[USP'U],NDA018916,HEPARIN SODIUM,
00409-7620-03,1658691,q0k1c8y,18,"Hospira, Inc.","Heparin sodium, porcine 2 UNT/mL Bag",Bag,INJECTABLE,1000,[USP'U],NDA018916,HEPARIN SODIUM,
63323-0519-77,1658691,q0k1c8y,24,"Fresenius Kabi USA, LLC","Heparin sodium, porcine 2 UNT/mL Bag",Bag,INJECTABLE,1000,[USP'U],ANDA212441,HEPARIN SODIUM,
00409-9094-25,1735004,q0rdfp0,25,"Hospira, Inc.",Fentanyl 0.05 mg/mL Vial [Sublimaze],Vial,INJECTABLE,0.25,mg,NDA019115,FENTANYL CITRATE,2
00641-6028-25,1735004,q0rdfp0,25,Hikma Pharmaceuticals USA Inc.,Fentanyl 0.05 mg/mL Vial [Sublimaze],Vial,INJECTABLE,0.25,mg,NDA019101,FENTANYL CITRATE,2
63323-0806-05,1735004,q0rdfp0,25,"Fresenius Kabi USA, LLC",Fentanyl 0.05 mg/mL Vial [Sublimaze],Vial,INJECTABLE,0.25,mg,ANDA210762,FENTANYL CITRATE,2
72572-0171-10,,q0rdfp0,10,"Civica, Inc.",Fentanyl citrate 0.25 mg Vial,Vial,INJECTABLE,0.25,mg,NDA019101,FENTANYL CITRATE,2
00268-6212-10,901375,q0zg0nv,1,"ALK-Abello, Inc.",Atlantic salmon allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,1000,mg,BLA103753,ATLANTIC SALMON,
22840-5651-05,2626914,q10qj6s,1,"Greer Laboratories, Inc.",Loose oat smut allergenic extract 25 mg/mL Bottle,Bottle,INJECTABLE,125,mg,BLA101833,USTILAGO AVENAE,
22840-5652-01,2626912,q10qj6s,1,"Greer Laboratories, Inc.",Loose barley smut allergenic extract 25 mg/mL Vial,Vial,INJECTABLE,125,mg,BLA101833,USTILAGO NUDA,
22840-1203-01,1115965,q18th9t,1,"Greer Laboratories, Inc.",Bahia grass pollen extract 1 mg/mL Vial,Vial,INJECTABLE,5,mg,BLA101833,PASPALUM NOTATUM POLLEN,
22840-1370-01,1115963,q18th9t,1,"Greer Laboratories, Inc.",English plantain pollen extract 1 mg/mL Vial,Vial,INJECTABLE,5,mg,BLA101833,PLANTAGO LANCEOLATA POLLEN,
22840-3412-01,1115960,q18th9t,1,"Greer Laboratories, Inc.",White oak pollen extract 1 mg/mL Vial,Vial,INJECTABLE,5,mg,BLA101833,QUERCUS ALBA POLLEN,
00069-0220-02,978740,q1bb3q8,10,Pfizer Laboratories Div Pfizer Inc,0.5 mL dalteparin sodium 25000 UNT/mL Prefilled Syringe [Fragmin],Prefilled Syringe,INJECTABLE,25000,[IU]/mL,NDA020287,DALTEPARIN SODIUM,
00069-0223-02,978744,q1bb3q8,10,Pfizer Laboratories Div Pfizer Inc,0.6 mL dalteparin sodium 25000 UNT/mL Prefilled Syringe [Fragmin],Prefilled Syringe,INJECTABLE,25000,[IU]/mL,NDA020287,DALTEPARIN SODIUM,
00069-0228-02,978746,q1bb3q8,10,Pfizer Laboratories Div Pfizer Inc,0.72 mL dalteparin sodium 25000 UNT/mL Prefilled Syringe [Fragmin],Prefilled Syringe,INJECTABLE,25000,[IU]/mL,NDA020287,DALTEPARIN SODIUM,
22840-1527-02,852318,q1d0ekk,1,"Greer Laboratories, Inc.",Kapok tree fiber allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,1000,mg,BLA101833,CEIBA PENTANDRA FIBER,
00085-1381-01,835945,q1gy2ab,1,Merck Sharp & Dohme LLC,Temozolomide 100 mg Vial [Temodar],Vial,INJECTABLE,100,mg,NDA022277,TEMOZOLOMIDE,
65044-1744-03,852139,q1m8ckb,1,Jubilant HollisterStier LLC,Johnson grass pollen extract 50 mg/mL Vial,Vial,INJECTABLE,1500,mg,BLA103888,SORGHUM HALEPENSE POLLEN,
22840-1371-02,896158,q1wwehc,1,"Greer Laboratories, Inc.",Rabbit bush pollen extract 40000 UNT/mL Vial,Vial,INJECTABLE,400000,[PNU],BLA101833,AMBROSIA DELTOIDEA POLLEN,
76329-1912-01,1728802,q227pqh,1,"International Medication Systems, Limited",Morphine sulfate 1 mg/mL Vial [Astramorph],Vial,INJECTABLE,1,mg,ANDA202861,MORPHINE SULFATE,2
59148-0114-80,2636645,q23cm2z,1,"Otsuka America Pharmaceutical, Inc",3.2 mL aripiprazole 300 mg/mL Prefilled Syringe [Abilify],Prefilled Syringe,INJECTABLE,960,mg,NDA217006,ARIPIPRAZOLE,
52584-0754-10,1658244,q2geasf,1,"General Injectables & Vaccines, Inc",10 mL magnesium sulfate 500 mg/mL Syringe,Syringe,INJECTABLE,5000,mg,ANDA075151,MAGNESIUM SULFATE HEPTAHYDRATE,
22840-5724-05,892320,q2hx5xf,1,"Greer Laboratories, Inc.",Wine grape allergenic extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,WINE GRAPE,
66794-0155-01,1483783,q3nvfgb,1,Piramal Critical Care Inc,Baclofen injection 10 mg Syringe [Gablofen],Syringe,INJECTABLE,10,mg,NDA022462,BACLOFEN,
00169-7501-90,351926,q3vfckf,1,Novo Nordisk,"Insulin aspart, human 100 UNT/mL Vial [NovoLog]",Vial,INJECTABLE,1000,[IU],BLA020986,INSULIN ASPART,
72526-0101-11,2639732,q3x1300,1,"Shandong Luye Pharmaceutical Co., Ltd.",Risperidone 12.5 mg Syringe [Rykindo],Syringe,INJECTABLE,2,mL,NDA212849,,
72526-0102-11,2639734,q3x1300,1,"Shandong Luye Pharmaceutical Co., Ltd.",Risperidone 25 mg Syringe [Rykindo],Syringe,INJECTABLE,2,mL,NDA212849,,
72526-0103-11,2639736,q3x1300,1,"Shandong Luye Pharmaceutical Co., Ltd.",Risperidone 37.5 mg Syringe [Rykindo],Syringe,INJECTABLE,2,mL,NDA212849,,
72526-0104-11,2639738,q3x1300,1,"Shandong Luye Pharmaceutical Co., Ltd.",Risperidone 50 mg Syringe [Rykindo],Syringe,INJECTABLE,2,mL,NDA212849,,
51662-1291-01,2056865,q3yvpvc,1,"HF Acquisition Co LLC, DBA HealthFirst",Dopamine hci 200 mg Vial,Vial,INJECTABLE,200,mg,NDA018132,DOPAMINE HCl,
51662-1291-03,2056865,q3yvpvc,25,"HF Acquisition Co LLC, DBA HealthFirst",Dopamine hci 200 mg Vial,Vial,INJECTABLE,200,mg,NDA018132,DOPAMINE HCl,
00703-0666-01,349407,q46bze0,1,"Teva Parenteral Medicines, Inc.",Treprostinil 1 mg/mL Vial [Remodulin],Vial,INJECTABLE,20,mg,ANDA206648,TREPROSTINIL,
00781-3420-80,349407,q46bze0,1,Sandoz Inc,Treprostinil 1 mg/mL Vial [Remodulin],Vial,INJECTABLE,20,mg,ANDA203649,TREPROSTINIL,
42023-0206-01,349407,q46bze0,1,"Par Pharmaceutical, Inc.",Treprostinil 1 mg/mL Vial [Remodulin],Vial,INJECTABLE,20,mg,ANDA209382,TREPROSTINIL,
43598-0649-11,349407,q46bze0,1,"Dr.Reddy's Laboratories Inc.,",Treprostinil 1 mg/mL Vial [Remodulin],Vial,INJECTABLE,20,mg,ANDA210214,TREPROSTINIL,
62332-0514-20,349407,q46bze0,1,Alembic Pharmaceuticals Inc.,Treprostinil 1 mg/mL Vial [Remodulin],Vial,INJECTABLE,20,mg,ANDA211574,TREPROSTINIL,
66302-0101-01,349407,q46bze0,1,United Therapeutics Corporation,Treprostinil 1 mg/mL Vial [Remodulin],Vial,INJECTABLE,20,mg,NDA021272,TREPROSTINIL,
22840-5715-05,901306,q476zr5,1,"Greer Laboratories, Inc.",Sweet cherry allergenic extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,SWEET CHERRY,
00169-4525-14,2553501,q493yxn,4,Novo Nordisk,0.5 mL semaglutide 0.5 mg/mL Auto-Injector [Wegovy],Auto-Injector,INJECTABLE,0.5,mg/mL,NDA215256,SEMAGLUTIDE,
00169-4525-94,2553501,q493yxn,4,Novo Nordisk,0.5 mL semaglutide 0.5 mg/mL Auto-Injector [Wegovy],Auto-Injector,INJECTABLE,0.5,mg/mL,NDA215256,SEMAGLUTIDE,
50090-5824-00,2553501,q493yxn,4,A-S Medication Solutions,0.5 mL semaglutide 0.5 mg/mL Auto-Injector [Wegovy],Auto-Injector,INJECTABLE,0.5,mg/mL,NDA215256,SEMAGLUTIDE,
22840-3457-02,900763,q4d5v7e,1,"Greer Laboratories, Inc.",Eastern white pine pollen extract 100 mg/mL Vial,Vial,INJECTABLE,1000,mg,BLA101833,PINUS STROBUS POLLEN,
00404-9810-01,1660016,q4rvgjk,1,"Henry Schein, Inc.",1 mL epinephrine 1 mg/mL Vial [Adrenalin],Vial,INJECTABLE,1,mg,NDA204200,EPINEPHRINE,
24357-0011-13,1660014,q4rvgjk,1,Focus Health Group,1 mL epinephrine 1 mg/mL Packet [Adrenalin],Packet,INJECTABLE,1,mL,NDA204200,,
24357-0012-12,1660014,q4rvgjk,1,Focus Health Group,1 mL epinephrine 1 mg/mL Vial [Adrenalin],Vial,INJECTABLE,1,mL,NDA204200,,
42023-0159-25,1660014,q4rvgjk,25,"Par Pharmaceutical, Inc.",1 mL epinephrine 1 mg/mL Vial [Adrenalin],Vial,INJECTABLE,1,mg,NDA204200,EPINEPHRINE,
51662-1290-01,1660014,q4rvgjk,1,"HF Acquisition Co LLC, DBA HealthFirst",1 mL epinephrine 1 mg/mL Vial [Adrenalin],Vial,INJECTABLE,1,mg,NDA204200,EPINEPHRINE,
51662-1290-03,1660014,q4rvgjk,25,"HF Acquisition Co LLC, DBA HealthFirst",1 mL epinephrine 1 mg/mL Pouch [Adrenalin],Pouch,INJECTABLE,1,mg,NDA204200,EPINEPHRINE,
51662-1507-01,1660016,q4rvgjk,1,"HF Acquisition Co LLC, DBA HealthFirst",1 mL epinephrine 1 mg/mL Vial [Adrenalin],Vial,INJECTABLE,1,mL,NDA204200,,
52584-0159-25,1660016,q4rvgjk,1,"General Injectables and Vaccines, Inc.",1 mL epinephrine 1 mg/mL Vial [Adrenalin],Vial,INJECTABLE,1,mg,NDA204200,EPINEPHRINE,
71754-0001-01,1660014,q4rvgjk,1,"CD Acquisitions, LLC",1 mL epinephrine 1 mg/mL Vial [Adrenalin],Vial,INJECTABLE,1,mL,NDA204200,,
71754-0001-05,1660014,q4rvgjk,1,"CD Acquisitions, LLC",1 mL epinephrine 1 mg/mL Vial [Adrenalin],Vial,INJECTABLE,1,mL,NDA204200,,
71872-7223-01,1660016,q4rvgjk,1,"Medical Purchasing Solutions, LLC",1 mL epinephrine 1 mg/mL Vial [Adrenalin],Vial,INJECTABLE,1,mg,NDA204200,EPINEPHRINE,
78206-0186-01,2640425,q4zbf06,2,Organon LLC,0.4 mL adalimumab-bwwd 100 mg/mL Prefilled Syringe [Hadlima],Prefilled Syringe,INJECTABLE,100,mg/mL,BLA761059,ADALIMUMAB,
65044-6517-04,1091115,q5839wt,1,Jubilant HollisterStier LLC,Black imported fire ant allergenic extract 100 mg/mL / red imported fire ant allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,5000; 5000,mg; mg,BLA103888,SOLENOPSIS INVICTA; SOLENOPSIS RICHTERI,
65044-6518-04,1091115,q5839wt,1,Jubilant HollisterStier LLC,Black imported fire ant allergenic extract 100 mg/mL / red imported fire ant allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,5000; 5000,mg; mg,BLA103888,SOLENOPSIS INVICTA; SOLENOPSIS RICHTERI,
65044-6584-04,1091110,q5839wt,1,Jubilant HollisterStier LLC,American cockroach allergenic extract 100 mg/mL / German cockroach allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,5000; 5000,mg; mg,BLA103888,BLATTELLA GERMANICA; PERIPLANETA AMERICANA,
65044-6587-04,1091110,q5839wt,1,Jubilant HollisterStier LLC,American cockroach allergenic extract 100 mg/mL / German cockroach allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,5000; 5000,mg; mg,BLA103888,BLATTELLA GERMANICA; PERIPLANETA AMERICANA,
22840-2600-04,967955,q5ahnj7,1,"Greer Laboratories, Inc.",Neurospora intermedia allergenic extract 40000 UNT/mL Vial,Vial,INJECTABLE,2000000,[PNU],BLA101833,NEUROSPORA INTERMEDIA,
00990-7937-19,237650,q5fs7a7,12,ICU Medical Inc.,500 mL glucose 400 mg/mL Bag,Bag,INJECTABLE,200000,mg,NDA018562,DEXTROSE MONOHYDRATE,
65044-1168-04,1924965,q5j6jx4,1,Jubilant HollisterStier LLC,"Birch mix 2500.0; 2500.0; 2500 mg; mg; mg Vial [Pollens - Trees, Birch Mix]",Vial,INJECTABLE,2500; 2500; 2500,mg; mg; mg,BLA103888,BETULA NIGRA POLLEN; BETULA PAPYRIFERA POLLEN; BETULA PENDULA POLLEN,
00143-9508-10,238084,q5nndtz,10,Hikma Pharmaceuticals USA Inc.,Ketamine 50 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA074524,KETAMINE HCl,2I
00143-9509-10,238083,q5nndtz,10,Hikma Pharmaceuticals USA Inc.,Ketamine 100 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA074524,KETAMINE HCl,2I
00404-9881-05,238083,q5nndtz,1,"Henry Schein, Inc.",Ketamine 100 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA074549,KETAMINE HCl,2I
00404-9882-10,238084,q5nndtz,1,"Henry Schein, Inc.",Ketamine 50 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA074549,KETAMINE HCl,2I
00409-0040-10,238083,q5nndtz,10,"Hospira, Inc.",Ketamine 100 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA074549,KETAMINE HCl,2I
00409-2051-05,238083,q5nndtz,10,"Hospira, Inc.",Ketamine 100 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA074549,KETAMINE HCl,2I
00409-2053-10,238084,q5nndtz,10,"Hospira, Inc.",Ketamine 50 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA074549,KETAMINE HCl,2I
25021-0683-10,238084,q5nndtz,10,Sagent Pharmaceuticals,Ketamine 50 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA216809,KETAMINE HCl,2I
25021-0684-05,238083,q5nndtz,10,Sagent Pharmaceuticals,Ketamine 100 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA216809,KETAMINE HCl,2I
42023-0114-10,238084,q5nndtz,10,"Par Pharmaceutical, Inc.",Ketamine 50 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,NDA016812,KETAMINE HCl,2I
42023-0115-10,238083,q5nndtz,10,"Par Pharmaceutical, Inc.",Ketamine 100 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,NDA016812,KETAMINE HCl,2I
55150-0439-10,238084,q5nndtz,10,AuroMedics Pharma LLC,Ketamine 50 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA076092,KETAMINE HCl,2I
65219-0188-10,238084,q5nndtz,10,"Fresenius Kabi USA, LLC",Ketamine 50 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA215808,KETAMINE HCl,2I
68083-0505-10,238084,q5nndtz,10,Gland Pharma Limited,Ketamine 50 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA216809,KETAMINE HCl,2I
68083-0506-10,238083,q5nndtz,10,Gland Pharma Limited,Ketamine 100 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA216809,KETAMINE HCl,2I
71872-7258-01,238083,q5nndtz,1,"Medical Purchasing Solutions, LLC",Ketamine 100 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA074524,KETAMINE HCl,2I
71872-7296-01,238083,q5nndtz,1,"Medical Purchasing Solutions, LLC",Ketamine 100 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA074549,KETAMINE HCl,2I
72572-0320-10,238084,q5nndtz,10,"Civica, Inc.",Ketamine 50 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA074524,KETAMINE HCl,2I
72572-0321-10,238083,q5nndtz,10,"Civica, Inc.",Ketamine 100 mg/mL Vial [Ketalar],Vial,INJECTABLE,500,mg,ANDA074524,KETAMINE HCl,2I
00268-1111-10,1115851,q5xxpmj,1,"ALK-Abello, Inc.",Common cocklebur pollen extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA103753,XANTHIUM STRUMARIUM VAR. CANADENSE POLLEN,
00268-6101-10,891774,q6dacnp,1,"ALK-Abello, Inc.",Apple allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,1000,mg,BLA103753,APPLE,
65044-3020-02,891774,q6dacnp,1,Jubilant HollisterStier LLC,Apple allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,1000,mg,BLA103888,APPLE,
00548-5400-00,747220,q6fzq7q,1,"Amphastar Pharmaceuticals, Inc.",Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA077235,MEDROXYPROGESTERONE ACETATE,
00548-5400-25,747220,q6fzq7q,25,"Amphastar Pharmaceuticals, Inc.",Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA077235,MEDROXYPROGESTERONE ACETATE,
00548-5410-00,747220,q6fzq7q,1,"Amphastar Pharmaceuticals, Inc.",Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA077235,MEDROXYPROGESTERONE ACETATE,
00548-5410-25,747220,q6fzq7q,25,"Amphastar Pharmaceuticals, Inc.",Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA077235,MEDROXYPROGESTERONE ACETATE,
16714-0981-01,747220,q6fzq7q,1,NorthStar RxLLC,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA210760,MEDROXYPROGESTERONE ACETATE,
16714-0981-02,747220,q6fzq7q,25,NorthStar RxLLC,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA210760,MEDROXYPROGESTERONE ACETATE,
50090-4251-00,747220,q6fzq7q,1,A-S Medication Solutions,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA077235,MEDROXYPROGESTERONE ACETATE,
55150-0329-01,747220,q6fzq7q,1,Eugia US LLC,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA212824,MEDROXYPROGESTERONE ACETATE,
55150-0329-25,747220,q6fzq7q,25,Eugia US LLC,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA212824,MEDROXYPROGESTERONE ACETATE,
59762-4537-01,747220,q6fzq7q,1,Greenstone LLC,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,NDA020246,MEDROXYPROGESTERONE ACETATE,
59762-4537-02,747220,q6fzq7q,25,Greenstone LLC,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,NDA020246,MEDROXYPROGESTERONE ACETATE,
62756-0090-40,747220,q6fzq7q,1,"Sun Pharmaceutical Industries, Inc.",Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA210760,MEDROXYPROGESTERONE ACETATE,
62756-0090-45,747220,q6fzq7q,25,"Sun Pharmaceutical Industries, Inc.",Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA210760,MEDROXYPROGESTERONE ACETATE,
63629-8744-01,747220,q6fzq7q,1,Bryant Ranch Prepack,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA076553,MEDROXYPROGESTERONE ACETATE,
66993-0370-25,747220,q6fzq7q,25,Prasco Laboratories,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,NDA020246,MEDROXYPROGESTERONE ACETATE,
66993-0370-83,747220,q6fzq7q,1,Prasco Laboratories,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,NDA020246,MEDROXYPROGESTERONE ACETATE,
67457-0887-01,747220,q6fzq7q,25,Mylan Institutional LLC,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA210227,MEDROXYPROGESTERONE ACETATE,
67457-0887-99,747220,q6fzq7q,1,Mylan Institutional LLC,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA210227,MEDROXYPROGESTERONE ACETATE,
69097-0539-31,747220,q6fzq7q,1,Cipla USA Inc.,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA210335,MEDROXYPROGESTERONE ACETATE,
70121-1467-02,747220,q6fzq7q,1,Amneal Pharmaceuticals LLC,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA215397,MEDROXYPROGESTERONE ACETATE,
70121-1467-05,747220,q6fzq7q,25,Amneal Pharmaceuticals LLC,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA215397,MEDROXYPROGESTERONE ACETATE,
71205-0118-01,747220,q6fzq7q,1,Proficient Rx LP,Medroxyprogesterone acetate 150 mg Vial,Vial,INJECTABLE,150,mg,ANDA076553,MEDROXYPROGESTERONE ACETATE,
70121-1571-07,2595959,q6qyegd,10,Amneal Pharmaceuticals LLC,1.6 mL filgrastim-ayow 0.3 mg/mL Vial [Releuko],Vial,INJECTABLE,0.48,mg,BLA761082,FILGRASTIM,
25682-0001-01,700384,q6zgcba,1,Alexion Pharmaceuticals Inc.,30 mL eculizumab 10 mg/mL Vial [Soliris],Vial,INJECTABLE,300,mg,BLA125166,ECULIZUMAB,
22840-2347-02,896120,q757nkx,1,"Greer Laboratories, Inc.",False ragweed pollen extract 100 mg/mL Vial,Vial,INJECTABLE,1000,mg,BLA101833,AMBROSIA ACANTHICARPA POLLEN,
00268-8084-50,852060,q75zcff,1,"ALK-Abello, Inc.",Aspergillus fumigatus allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,5300,mg,BLA103753,ASPERGILLUS FUMIGATUS,
24584-1112-01,199212,q7e8wmc,1,Piramal Healthcare UK Limited,20 mL cisatracurium 10 mg/mL Vial [Nimbex],Vial,INJECTABLE,40,mg,ANDA212432,CISATRACURIUM BESYLATE,
00143-9334-10,1724884,q7f59c9,10,Hikma Pharmaceuticals USA Inc.,30 mL bupivacaine HCl 5 mg/mL Vial [Sensorcaine],Vial,INJECTABLE,150,mg,ANDA204842,BUPIVACAINE HCl,
00409-1162-02,1724884,q7f59c9,25,"Hospira, Inc.",30 mL bupivacaine HCl 5 mg/mL Vial [Sensorcaine],Vial,INJECTABLE,150,mg,ANDA070584,BUPIVACAINE HCl,
00409-1162-10,1724884,q7f59c9,25,"Hospira, Inc.",30 mL bupivacaine HCl 5 mg/mL Vial [Sensorcaine],Vial,INJECTABLE,150,mg,ANDA070584,BUPIVACAINE HCl,
00409-1560-29,1724884,q7f59c9,10,"Hospira, Inc.",30 mL bupivacaine HCl 5 mg/mL Vial [Sensorcaine],Vial,INJECTABLE,150,mg,NDA016964,BUPIVACAINE HCl,
55150-0170-30,1724884,q7f59c9,25,Eugia US LLC,30 mL bupivacaine HCl 5 mg/mL Vial [Sensorcaine],Vial,INJECTABLE,150,mg,ANDA203895,BUPIVACAINE HCl,
63323-0466-31,1724884,q7f59c9,5,"Fresenius Kabi USA, LLC",30 mL bupivacaine HCl 5 mg/mL Vial [Sensorcaine],Vial,INJECTABLE,150,mg,NDA018304,BUPIVACAINE HCl,
63323-0466-37,1724884,q7f59c9,25,"Fresenius Kabi USA, LLC",30 mL bupivacaine HCl 5 mg/mL Vial [Sensorcaine],Vial,INJECTABLE,150,mg,NDA018304,BUPIVACAINE HCl,
70594-0118-01,1724884,q7f59c9,1,Xellia Pharmaceuticals USA LLC,30 mL bupivacaine HCl 5 mg/mL Vial [Sensorcaine],Vial,INJECTABLE,150,mg,ANDA091487,BUPIVACAINE HCl,
82449-0226-01,1724884,q7f59c9,1,Steriscience Specialties Private Limited,30 mL bupivacaine HCl 5 mg/mL Vial [Sensorcaine],Vial,INJECTABLE,150,mg,ANDA091487,BUPIVACAINE HCl,
22840-3469-04,900960,q7fvmav,1,"Greer Laboratories, Inc.",Lombardy poplar pollen extract 40000 UNT/mL Vial,Vial,INJECTABLE,2000000,[PNU],BLA101833,POPULUS NIGRA POLLEN,
00404-9978-30,1807571,q7g8b51,1,"Henry Schein, Inc.",30 mL sodium chloride 234 mg/mL Vial,Vial,INJECTABLE,7020,mg,ANDA212248,SODIUM CHLORIDE,
52584-0109-01,1807571,q7g8b51,1,"General Injectables and Vaccines, Inc.",30 mL sodium chloride 234 mg/mL Vial,Vial,INJECTABLE,7020,mg,ANDA212248,SODIUM CHLORIDE,
63323-0093-30,1807571,q7g8b51,25,"Fresenius Kabi USA, LLC",30 mL sodium chloride 234 mg/mL Vial,Vial,INJECTABLE,7020,mg,ANDA212248,SODIUM CHLORIDE,
63323-0187-30,1807571,q7g8b51,25,"Fresenius Kabi USA, LLC",30 mL sodium chloride 234 mg/mL Vial,Vial,INJECTABLE,7020,mg,,SODIUM CHLORIDE,
00409-1312-30,854194,q7ppe6f,10,"Hospira, Inc.",Hydromorphone HCl 2 mg Cartridge,Cartridge,INJECTABLE,2,mg,NDA200403,HYDROMORPHONE HCl,2
00409-3365-10,854194,q7ppe6f,10,"Hospira, Inc.",Hydromorphone HCl 2 mg Vial,Vial,INJECTABLE,2,mg,NDA200403,HYDROMORPHONE HCl,2
